frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
150,True,True,-1.000000,1.000000,58.359997,-1014.059998,18.330000,-1307.299927,-962.199951,8.179999,-0.008176,-0.002430,0.958053,-0.286462,0.000200,0.000000,-2.058000
151,True,True,-1.000000,1.000000,47.410000,-1022.119995,18.330000,-1327.989990,-942.909973,8.179999,-0.008197,-0.002360,0.960475,-0.278235,0.000200,0.000000,-2.056200
152,True,True,-1.000000,1.000000,36.290001,-1030.010010,18.330000,-1348.390015,-923.219971,8.179999,-0.008219,-0.002290,0.962823,-0.269997,0.000200,0.000000,-2.054400
153,True,True,-1.000000,1.000000,24.990000,-1037.739990,18.330000,-1368.479980,-903.130005,8.179999,-0.008241,-0.002220,0.965100,-0.261743,0.000200,0.000000,-2.052600
154,True,True,-1.000000,1.000000,13.530000,-1045.299927,18.330000,-1388.260010,-882.639954,8.179999,-0.008257,-0.002150,0.967303,-0.253478,0.000200,0.000000,-2.050800
155,True,True,-1.000000,1.000000,1.900000,-1052.689941,18.330000,-1407.719971,-861.760010,8.179999,-0.008273,-0.002080,0.969434,-0.245203,0.000200,0.000000,-2.049000
156,True,True,-1.000000,1.000000,-9.889999,-1059.900024,18.330000,-1426.849976,-840.489990,8.179999,-0.008289,-0.002010,0.971493,-0.236916,0.000200,0.000000,-2.047200
157,True,True,-1.000000,1.000000,-21.840000,-1066.939941,18.330000,-1445.650024,-818.839966,8.179999,-0.008305,-0.001939,0.973479,-0.228619,0.000200,0.000000,-2.045300
158,True,True,-1.000000,1.000000,-33.950001,-1073.789917,18.330000,-1464.109985,-796.820007,8.179999,-0.008322,-0.001869,0.975391,-0.220316,0.000200,0.000000,-2.043400
159,True,True,-1.000000,1.000000,-46.209999,-1080.459961,18.330000,-1482.219971,-774.429993,8.179999,-0.008338,-0.001799,0.977232,-0.212003,0.000200,0.000000,-2.041400
160,True,True,-1.000000,1.000000,-58.619999,-1086.939941,18.330000,-1499.969971,-751.679993,8.179999,-0.008354,-0.001729,0.978999,-0.203684,0.000200,0.000000,-2.039400
161,True,True,-1.000000,1.000000,-71.180000,-1093.229980,18.330000,-1517.359985,-728.570007,8.179999,-0.008370,-0.001659,0.980694,-0.195360,0.000200,0.000000,-2.037400
162,True,True,-1.000000,1.000000,-83.889999,-1099.329956,18.330000,-1534.380005,-705.109985,8.179999,-0.008386,-0.001589,0.982317,-0.187030,0.000100,0.000000,-2.035300
163,True,True,-1.000000,1.000000,-96.739998,-1105.229980,18.330000,-1551.029907,-681.309998,8.179999,-0.008397,-0.001519,0.983867,-0.178695,0.000100,0.000000,-2.033200
164,True,True,-1.000000,1.000000,-109.729996,-1110.929932,18.330000,-1567.299927,-657.169983,8.179999,-0.008408,-0.001449,0.985346,-0.170355,0.000100,0.000000,-2.031000
165,True,True,-1.000000,1.000000,-122.860001,-1116.429932,18.330000,-1583.179932,-632.700012,8.179999,-0.008419,-0.001378,0.986752,-0.162009,0.000000,0.000000,-2.028800
166,True,True,-1.000000,1.000000,-136.119995,-1121.719971,18.330000,-1598.659912,-607.909973,8.179999,-0.008429,-0.001308,0.988086,-0.153663,0.000000,0.000000,-2.026500
167,True,True,-1.000000,1.000000,-149.509995,-1126.809937,18.330000,-1613.739990,-582.809998,8.179999,-0.008440,-0.001238,0.989349,-0.145312,0.000000,0.000000,-2.024200
168,True,True,-1.000000,1.000000,-163.019989,-1131.689941,18.330000,-1628.419922,-557.399963,8.179999,-0.008451,-0.001168,0.990540,-0.136961,0.000000,0.000000,-2.021800
169,True,True,-1.000000,1.000000,-176.660004,-1136.349976,18.330000,-1642.689941,-531.679993,8.179999,-0.008462,-0.001098,0.991659,-0.128610,0.000000,0.000000,-2.019400
170,True,True,-1.000000,1.000000,-190.419998,-1140.799927,18.330000,-1656.539917,-505.669983,8.179999,-0.008473,-0.001028,0.992706,-0.120259,0.000000,0.000000,-2.016900
171,True,True,-1.000000,1.000000,-204.289993,-1145.030029,18.330000,-1669.969971,-479.369995,8.179999,-0.008483,-0.000958,0.993681,-0.111913,0.000000,0.000000,-2.014300
172,True,True,-1.000000,1.000000,-218.269989,-1149.039917,18.330000,-1682.969971,-452.799988,8.179999,-0.008489,-0.000887,0.994586,-0.103567,0.000000,0.000000,-2.011700
173,True,True,-1.000000,1.000000,-232.360001,-1152.829956,18.330000,-1695.529907,-425.959991,8.179999,-0.008494,-0.000817,0.995419,-0.095227,0.000000,0.000000,-2.009000
174,True,True,-1.000000,1.000000,-246.559998,-1156.390015,18.330000,-1707.659912,-398.850006,8.179999,-0.008500,-0.000747,0.996181,-0.086892,0.000000,0.000000,-2.006500
175,True,True,-1.000000,1.000000,-260.859985,-1159.729980,18.330000,-1719.339966,-371.459991,8.179999,-0.008505,-0.000677,0.996873,-0.078562,0.000000,0.000000,-2.004500
176,True,True,-1.000000,1.000000,-275.259979,-1162.839966,18.330000,-1730.569946,-343.809998,8.179999,-0.008510,-0.000607,0.997494,-0.070232,-0.000100,0.000000,-2.003000
177,True,True,-1.000000,1.000000,-289.750000,-1165.709961,18.330000,-1741.349976,-315.899994,8.179999,-0.008516,-0.000537,0.998046,-0.061903,-0.000100,0.000000,-2.001900
178,True,True,-1.000000,1.000000,-304.329987,-1168.349976,18.330000,-1751.669922,-287.739990,8.179999,-0.008521,-0.000467,0.998527,-0.053573,-0.000100,0.000000,-2.001100
179,True,True,-1.000000,1.000000,-319.000000,-1170.760010,18.330000,-1761.520020,-259.339996,8.179999,-0.008527,-0.000397,0.998939,-0.045244,-0.000100,0.000000,-2.000600
180,True,True,-1.000000,1.000000,-333.750000,-1172.929932,18.330000,-1770.899902,-230.699997,8.179999,-0.008532,-0.000326,0.999282,-0.036914,-0.000100,0.000000,-2.000400
181,True,True,-1.000000,1.000000,-348.579987,-1174.859985,18.330000,-1779.809937,-201.830002,8.179999,-0.008532,-0.000256,0.999555,-0.028584,-0.000200,0.000000,-2.000400
182,True,True,-1.000000,1.000000,-363.479980,-1176.549927,18.330000,-1788.239990,-172.739990,8.179999,-0.008532,-0.000186,0.999758,-0.020255,-0.000200,0.000000,-2.000600
183,True,True,-1.000000,1.000000,-378.449982,-1177.989990,18.330000,-1796.179932,-143.440002,8.179999,-0.008532,-0.000116,0.999893,-0.011920,-0.000200,0.000000,-2.000900
184,True,True,-1.000000,1.000000,-393.489990,-1179.189941,18.330000,-1803.640015,-113.930000,8.179999,-0.008532,-0.000046,0.999957,-0.003585,-0.000200,0.000000,-2.001400
185,True,True,-1.000000,1.000000,-408.589996,-1180.140015,18.330000,-1810.599976,-84.209999,8.179999,-0.008532,0.000024,0.999952,0.004756,-0.000300,0.000000,-2.002000
186,True,True,-1.000000,1.000000,-423.750000,-1180.839966,18.330000,-1817.059937,-54.299999,8.179999,-0.008532,0.000094,0.999878,0.013096,-0.000300,0.000000,-2.002700
187,True,True,-1.000000,1.000000,-438.959991,-1181.289917,18.330000,-1823.020020,-24.189999,8.179999,-0.008532,0.000165,0.999734,0.021436,-0.000300,0.000000,-2.003500
188,True,True,-1.000000,1.000000,-454.220001,-1181.489990,18.330000,-1828.469971,6.090000,8.179999,-0.008532,0.000235,0.999520,0.029782,-0.000300,0.000000,-2.004400
189,True,True,-1.000000,1.000000,-469.529999,-1181.439941,18.330000,-1833.399902,36.549999,8.179999,-0.008532,0.000305,0.999236,0.038128,-0.000400,0.000000,-2.005400
190,True,True,-1.000000,1.000000,-484.879974,-1181.130005,18.330000,-1837.819946,67.180000,8.179999,-0.008527,0.000380,0.998883,0.046474,-0.000400,0.000000,-2.006400
191,True,True,-1.000000,1.000000,-500.259979,-1180.559937,18.330000,-1841.709961,97.970001,8.179999,-0.008521,0.000456,0.998459,0.054825,-0.000400,0.000000,-2.007400
192,True,True,-1.000000,1.000000,-515.679993,-1179.739990,18.330000,-1845.069946,128.910004,8.179999,-0.008516,0.000531,0.997966,0.063176,-0.000300,0.000000,-2.008500
193,True,True,-1.000000,1.000000,-531.119995,-1178.660034,18.330000,-1847.899902,160.000000,8.179999,-0.008510,0.000602,0.997402,0.071527,-0.000200,0.000000,-2.009600
194,True,True,-1.000000,1.000000,-546.589966,-1177.319946,18.330000,-1850.189941,191.229996,8.179999,-0.008505,0.000672,0.996768,0.079878,-0.000200,0.000000,-2.010800
195,True,True,-1.000000,1.000000,-562.080017,-1175.719971,18.330000,-1851.939941,222.589996,8.179999,-0.008500,0.000742,0.996064,0.088224,-0.000200,0.000000,-2.012000
196,True,True,-1.000000,1.000000,-577.580017,-1173.849976,18.330000,-1853.149902,254.080002,8.179999,-0.008494,0.000812,0.995290,0.096570,-0.000200,0.000000,-2.013200
197,True,True,-1.000000,1.000000,-593.089966,-1171.719971,18.330000,-1853.809937,285.679993,8.179999,-0.008489,0.000882,0.994444,0.104916,-0.000200,0.000000,-2.014400
198,True,True,-1.000000,1.000000,-608.609985,-1169.319946,18.330000,-1853.909912,317.380005,8.179999,-0.008483,0.000952,0.993529,0.113256,-0.000200,0.000000,-2.015600
199,True,True,-1.000000,1.000000,-624.130005,-1166.660034,18.330000,-1853.449951,349.179993,8.179999,-0.008473,0.001022,0.992543,0.121596,-0.000200,0.000000,-2.016800
200,True,True,-1.000000,1.000000,-639.640015,-1163.729980,18.330000,-1852.429932,381.059998,8.179999,-0.008462,0.001092,0.991486,0.129931,-0.000200,0.000000,-2.018000
201,True,True,-1.000000,1.000000,-655.140015,-1160.539917,18.330000,-1850.849976,413.019989,8.179999,-0.008451,0.001163,0.990359,0.138261,-0.000300,0.000000,-2.019200
202,True,True,-1.000000,1.000000,-670.630005,-1157.079956,18.330000,-1848.699951,445.049988,8.179999,-0.008440,0.001233,0.989160,0.146591,-0.000300,0.000000,-2.020400
203,True,True,-1.000000,1.000000,-686.099976,-1153.349976,18.330000,-1845.979980,477.129974,8.179999,-0.008429,0.001303,0.987891,0.154915,-0.000300,0.000000,-2.021600
204,True,True,-1.000000,1.000000,-701.549988,-1149.349976,18.330000,-1842.689941,509.259979,8.179999,-0.008419,0.001373,0.986551,0.163228,-0.000400,0.000000,-2.022800
205,True,True,-1.000000,1.000000,-716.969971,-1145.079956,18.330000,-1838.819946,541.429993,8.179999,-0.008408,0.001443,0.985141,0.171536,-0.000400,0.000000,-2.024000
206,True,True,-1.000000,1.000000,-732.359985,-1140.539917,18.330000,-1834.369995,573.619995,8.179999,-0.008397,0.001513,0.983659,0.179839,-0.000400,0.000000,-2.025200
207,True,True,-1.000000,1.000000,-747.709961,-1135.739990,18.330000,-1829.339966,605.829956,8.179999,-0.008386,0.001583,0.982107,0.188131,-0.000400,0.000000,-2.026400
208,True,True,-1.000000,1.000000,-763.019958,-1130.669922,18.330000,-1823.729980,638.039978,8.179999,-0.008375,0.001654,0.980483,0.196417,-0.000400,0.000000,-2.027600
209,True,True,-1.000000,1.000000,-778.279968,-1125.329956,18.330000,-1817.529907,670.250000,8.179999,-0.008359,0.001724,0.978789,0.204693,-0.000400,0.000100,-2.028700
210,True,True,-1.000000,1.000000,-793.489990,-1119.719971,18.330000,-1810.739990,702.440002,8.179999,-0.008343,0.001794,0.977024,0.212958,-0.000500,0.000100,-2.029800
211,True,True,-1.000000,1.000000,-808.639954,-1113.839966,18.330000,-1803.369995,734.609985,8.179999,-0.008327,0.001864,0.975188,0.221212,-0.000500,0.000100,-2.030900
212,True,True,-1.000000,1.000000,-823.729980,-1107.689941,18.330000,-1795.409912,766.739990,8.179999,-0.008311,0.001934,0.973282,0.229455,-0.000500,0.000100,-2.032000
213,True,True,-1.000000,1.000000,-838.750000,-1101.270020,18.330000,-1786.859985,798.820007,8.179999,-0.008295,0.002004,0.971304,0.237688,-0.000500,0.000100,-2.033100
214,True,True,-1.000000,1.000000,-853.699951,-1094.579956,18.330000,-1777.709961,830.839966,8.179999,-0.008278,0.002074,0.969255,0.245909,-0.000500,0.000100,-2.034100
215,True,True,-1.000000,1.000000,-868.570007,-1087.619995,18.330000,-1767.969971,862.789978,8.179999,-0.008262,0.002144,0.967136,0.254115,-0.000500,0.000100,-2.035100
216,True,True,-1.000000,1.000000,-883.359985,-1080.400024,18.330000,-1757.640015,894.659973,8.179999,-0.008246,0.002215,0.964947,0.262304,-0.000500,0.000200,-2.036100
217,True,True,-1.000000,1.000000,-898.070007,-1072.910034,18.330000,-1746.719971,926.429993,8.179999,-0.008224,0.002285,0.962687,0.270483,-0.000500,0.000300,-2.037100
218,True,True,-1.000000,1.000000,-912.679993,-1065.150024,18.330000,-1735.209961,958.099976,8.179999,-0.008203,0.002355,0.960356,0.278645,-0.000500,0.000300,-2.038100
219,True,True,-1.000000,1.000000,-927.199951,-1057.130005,18.330000,-1723.099976,989.649963,8.179999,-0.008181,0.002425,0.957955,0.286791,-0.000500,0.000300,-2.039000
220,True,True,-1.000000,1.000000,-941.619995,-1048.839966,18.330000,-1710.399902,1021.070007,8.179999,-0.008160,0.002495,0.955483,0.294921,-0.000500,0.000300,-2.039900
221,True,True,-1.000000,1.000000,-955.929993,-1040.289917,18.330000,-1697.109985,1052.359985,8.179999,-0.008138,0.002565,0.952943,0.303030,-0.000500,0.000300,-2.040800
222,True,True,-1.000000,1.000000,-970.130005,-1031.479980,18.330000,-1683.229980,1083.489990,8.179999,-0.008117,0.002635,0.950332,0.311122,-0.000500,0.000300,-2.041700
223,True,True,-1.000000,1.000000,-984.209961,-1022.409973,18.330000,-1668.760010,1114.459961,8.179999,-0.008095,0.002706,0.947651,0.319192,-0.000500,0.000300,-2.042500
224,True,True,-1.000000,1.000000,-998.169983,-1013.079956,18.330000,-1653.709961,1145.260010,8.179999,-0.008073,0.002776,0.944900,0.327247,-0.000400,0.000300,-2.043300
225,True,True,-1.000000,1.000000,-1012.009949,-1003.489990,18.330000,-1638.079956,1175.869995,8.179999,-0.008046,0.002846,0.942080,0.335280,-0.000400,0.000300,-2.044100
226,True,True,-1.000000,1.000000,-1025.709961,-993.649963,18.330000,-1621.859985,1206.289917,8.179999,-0.008019,0.002916,0.939190,0.343291,-0.000300,0.000300,-2.044900
227,True,True,-1.000000,1.000000,-1039.280029,-983.549988,18.330000,-1605.059937,1236.500000,8.179999,-0.007992,0.002986,0.936231,0.351281,-0.000300,0.000200,-2.045700
228,True,True,-1.000000,1.000000,-1052.709961,-973.199951,18.330000,-1587.689941,1266.489990,8.179999,-0.007965,0.003056,0.933203,0.359249,-0.000300,0.000100,-2.046400
229,True,True,-1.000000,1.000000,-1065.989990,-962.599976,18.330000,-1569.739990,1296.250000,8.179999,-0.007938,0.003126,0.930105,0.367195,-0.000200,0.000100,-2.047100
230,True,True,-1.000000,1.000000,-1079.119995,-951.750000,18.330000,-1551.219971,1325.770020,8.179999,-0.007911,0.003196,0.926939,0.375115,-0.000100,0.000000,-2.047800
231,True,True,-1.000000,1.000000,-1092.099976,-940.649963,18.330000,-1532.130005,1355.039917,8.179999,-0.007885,0.003267,0.923703,0.383013,-0.000100,0.000000,-2.048400
232,True,True,-1.000000,1.000000,-1104.919922,-929.309998,18.330000,-1512.469971,1384.039917,8.179999,-0.007858,0.003337,0.920400,0.390884,0.000000,0.000000,-2.049000
233,True,True,-1.000000,1.000000,-1117.569946,-917.729980,18.330000,-1492.250000,1412.770020,8.179999,-0.007831,0.003401,0.917029,0.398728,0.000000,0.000000,-2.049600
234,True,True,-1.000000,1.000000,-1130.049927,-905.909973,18.330000,-1471.479980,1441.209961,8.179999,-0.007804,0.003466,0.913591,0.406545,0.000000,0.000000,-2.050200
235,True,True,-1.000000,1.000000,-1142.359985,-893.849976,18.330000,-1450.150024,1469.349976,8.179999,-0.007771,0.003531,0.910084,0.414335,0.000000,0.000000,-2.050800
236,True,True,-1.000000,1.000000,-1154.489990,-881.549988,18.330000,-1428.270020,1497.179932,8.179999,-0.007739,0.003596,0.906510,0.422099,0.000000,0.000000,-2.051300
237,True,True,-1.000000,1.000000,-1166.439941,-869.019958,18.330000,-1405.849976,1524.689941,8.179999,-0.007706,0.003660,0.902870,0.429829,0.000000,0.000000,-2.051800
238,True,True,-1.000000,1.000000,-1178.199951,-856.260010,18.330000,-1382.890015,1551.869995,8.179999,-0.007674,0.003725,0.899162,0.437533,0.000000,0.000000,-2.052300
239,True,True,-1.000000,1.000000,-1189.770020,-843.269958,18.330000,-1359.400024,1578.709961,8.179999,-0.007642,0.003790,0.895388,0.445205,0.000000,0.000000,-2.052700
240,True,True,-1.000000,1.000000,-1201.140015,-830.059998,18.330000,-1335.380005,1605.199951,8.179999,-0.007609,0.003855,0.891546,0.452849,0.000000,0.000000,-2.053100
241,True,True,-1.000000,1.000000,-1212.309937,-816.630005,18.330000,-1310.839966,1631.319946,8.179999,-0.007577,0.003919,0.887639,0.460461,0.000000,0.000000,-2.053500
242,True,True,-1.000000,1.000000,-1223.270020,-802.979980,18.330000,-1285.780029,1657.069946,8.179999,-0.007545,0.003984,0.883666,0.468041,0.000000,0.000000,-2.053900
243,True,True,-1.000000,1.000000,-1234.020020,-789.109985,18.330000,-1260.199951,1682.439941,8.179999,-0.007512,0.004049,0.879627,0.475588,0.000000,0.000000,-2.054300
244,True,True,-1.000000,1.000000,-1244.559937,-775.029968,18.330000,-1234.119995,1707.409912,8.179999,-0.007480,0.004114,0.875525,0.483098,0.000000,0.000100,-2.054600
245,True,True,-1.000000,1.000000,-1254.880005,-760.739990,18.330000,-1207.539917,1731.979980,8.179999,-0.007442,0.004178,0.871357,0.490575,0.000000,0.000100,-2.054900
246,True,True,-1.000000,1.000000,-1264.979980,-746.250000,18.330000,-1180.469971,1756.130005,8.179999,-0.007404,0.004243,0.867123,0.498020,0.000000,0.000100,-2.055200
247,True,True,-1.000000,1.000000,-1274.849976,-731.559998,18.330000,-1152.919922,1779.859985,8.179999,-0.007367,0.004308,0.862827,0.505427,0.000000,0.000100,-2.055500
248,True,True,-1.000000,1.000000,-1284.489990,-716.669983,18.330000,-1124.890015,1803.149902,8.179999,-0.007329,0.004372,0.858468,0.512796,0.000000,0.000100,-2.055700
249,True,True,-1.000000,1.000000,-1293.900024,-701.579956,18.330000,-1096.390015,1826.000000,8.179999,-0.007291,0.004437,0.854046,0.520128,0.000000,0.000100,-2.055900
250,True,True,-1.000000,1.000000,-1303.069946,-686.299988,18.330000,-1067.429932,1848.399902,8.179999,-0.007253,0.004502,0.849557,0.527427,0.000000,0.000000,-2.056100
251,True,True,-1.000000,1.000000,-1312.000000,-670.829956,18.330000,-1038.010010,1870.329956,8.179999,-0.007216,0.004561,0.845006,0.534688,0.000000,0.000000,-2.056300
252,True,True,-1.000000,1.000000,-1320.679932,-655.179993,18.330000,-1008.139954,1891.789917,8.179999,-0.007178,0.004621,0.840395,0.541907,0.000000,0.000000,-2.056400
253,True,True,-1.000000,1.000000,-1329.109985,-639.349976,18.330000,-977.829956,1912.769897,8.179999,-0.007140,0.004680,0.835721,0.549087,0.000000,0.000000,-2.056500
254,True,True,-1.000000,1.000000,-1337.289917,-623.349976,18.330000,-947.089966,1933.260010,8.179999,-0.007102,0.004739,0.830984,0.556230,0.000000,0.000100,-2.056600
255,True,True,-1.000000,1.000000,-1345.209961,-607.179993,18.330000,-915.929993,1953.250000,8.179999,-0.007059,0.004799,0.826188,0.563329,0.000000,0.000200,-2.056700
256,True,True,-1.000000,1.000000,-1352.869995,-590.839966,18.330000,-884.349976,1972.729980,8.179999,-0.007016,0.004858,0.821329,0.570391,0.000000,0.000200,-2.056700
257,True,True,-1.000000,1.000000,-1360.260010,-574.339966,18.330000,-852.369995,1991.689941,8.179999,-0.006973,0.004917,0.816410,0.577410,0.000000,0.000200,-2.056700
258,True,True,-1.000000,1.000000,-1367.390015,-557.679993,18.330000,-819.989990,2010.130005,8.179999,-0.006930,0.004977,0.811431,0.584385,0.000000,0.000200,-2.056700
259,True,True,-1.000000,1.000000,-1374.250000,-540.859985,18.330000,-787.219971,2028.039917,8.179999,-0.006886,0.005036,0.806393,0.591318,0.000000,0.000200,-2.056700
260,True,True,-1.000000,1.000000,-1380.829956,-523.890015,18.330000,-754.079956,2045.409912,8.179999,-0.006843,0.005095,0.801296,0.598207,0.000000,0.000200,-2.056600
261,True,True,-1.000000,1.000000,-1387.130005,-506.779999,18.330000,-720.570007,2062.229980,8.179999,-0.006800,0.005155,0.796139,0.605053,0.000000,0.000200,-2.056500
262,True,True,-1.000000,1.000000,-1393.150024,-489.529999,18.330000,-686.700012,2078.489990,8.179999,-0.006757,0.005214,0.790927,0.611850,0.000000,0.000200,-2.056400
263,True,True,-1.000000,1.000000,-1398.890015,-472.139984,18.330000,-652.479980,2094.189941,8.179999,-0.006714,0.005273,0.785656,0.618605,0.000000,0.000200,-2.056300
264,True,True,-1.000000,1.000000,-1404.339966,-454.619995,18.330000,-617.919983,2109.310059,8.179999,-0.006665,0.005333,0.780325,0.625316,0.000000,0.000200,-2.056100
265,True,True,-1.000000,1.000000,-1409.500000,-436.979980,18.330000,-583.029968,2123.859863,8.179999,-0.006617,0.005392,0.774939,0.631979,0.000000,0.000200,-2.055900
266,True,True,-1.000000,1.000000,-1414.369995,-419.209991,18.330000,-547.830017,2137.820068,8.179999,-0.006568,0.005451,0.769498,0.638593,0.000000,0.000100,-2.055700
267,True,True,-1.000000,1.000000,-1418.949951,-401.329987,18.330000,-512.320007,2151.189941,8.179999,-0.006520,0.005505,0.764001,0.645158,0.000000,0.000000,-2.055500
268,True,True,-1.000000,1.000000,-1423.229980,-383.339996,18.330000,-476.509979,2163.959961,8.179999,-0.006471,0.005559,0.758450,0.651675,0.000000,0.000000,-2.055200
269,True,True,-1.000000,1.000000,-1427.209961,-365.239990,18.330000,-440.419983,2176.129883,8.179999,-0.006423,0.005613,0.752844,0.658143,0.000000,0.000000,-2.054900
270,True,True,-1.000000,1.000000,-1430.890015,-347.039978,18.330000,-404.059998,2187.689941,8.179999,-0.006374,0.005667,0.747183,0.664563,0.000000,0.000000,-2.054600
271,True,True,-1.000000,1.000000,-1434.270020,-328.739990,18.330000,-367.429993,2198.629883,8.179999,-0.006325,0.005721,0.741468,0.670934,0.000000,0.000000,-2.054300
272,True,True,-1.000000,1.000000,-1437.339966,-310.350006,18.330000,-330.549988,2208.949951,8.179999,-0.006277,0.005775,0.735697,0.677257,0.000000,0.000000,-2.054000
273,True,True,-1.000000,1.000000,-1440.099976,-291.869995,18.330000,-293.419983,2218.639893,8.179999,-0.006228,0.005829,0.729876,0.683526,0.000000,0.000000,-2.053600
274,True,True,-1.000000,1.000000,-1442.549927,-273.309998,18.330000,-256.059998,2227.699951,8.179999,-0.006180,0.005883,0.724001,0.689746,0.000000,0.000000,-2.053200
275,True,True,-1.000000,1.000000,-1444.689941,-254.679993,18.330000,-218.479996,2236.119873,8.179999,-0.006131,0.005937,0.718076,0.695912,0.000000,0.000000,-2.052800
276,True,True,-1.000000,1.000000,-1446.510010,-235.979996,18.330000,-180.699997,2243.899902,8.179999,-0.006083,0.005991,0.712096,0.702030,0.000000,0.000000,-2.052400
277,True,True,-1.000000,1.000000,-1448.020020,-217.209991,18.330000,-142.720001,2251.030029,8.179999,-0.006029,0.006045,0.706066,0.708095,0.000000,0.000000,-2.052000
278,True,True,-1.000000,1.000000,-1449.209961,-198.379990,18.330000,-104.549995,2257.510010,8.179999,-0.005975,0.006099,0.699986,0.714106,0.000000,0.000000,-2.051500
279,True,True,-1.000000,1.000000,-1450.079956,-179.500000,18.330000,-66.199997,2263.339844,8.179999,-0.005921,0.006147,0.693857,0.720062,0.000000,0.000000,-2.051000
280,True,True,-1.000000,1.000000,-1450.630005,-160.569992,18.330000,-27.689999,2268.510010,8.179999,-0.005867,0.006196,0.687680,0.725964,0.000000,0.000000,-2.050500
281,True,True,-1.000000,1.000000,-1450.859985,-141.599991,18.330000,10.950000,2273.020020,8.179999,-0.005813,0.006245,0.681454,0.731811,0.000000,0.000000,-2.050000
282,True,True,-1.000000,1.000000,-1450.760010,-122.589996,18.330000,49.730000,2276.859863,8.179999,-0.005759,0.006293,0.675180,0.737603,0.000000,0.000000,-2.049400
283,True,True,-1.000000,1.000000,-1450.339966,-103.549995,18.330000,88.639999,2280.030029,8.179999,-0.005705,0.006342,0.668857,0.743342,0.000000,0.000000,-2.048800
284,True,True,-1.000000,1.000000,-1449.589966,-84.479996,18.330000,127.669998,2282.530029,8.179999,-0.005651,0.006390,0.662486,0.749025,0.000000,0.000000,-2.048200
285,True,True,-1.000000,1.000000,-1448.520020,-65.389999,18.330000,166.800003,2284.359863,8.179999,-0.005597,0.006439,0.656072,0.754650,0.000000,0.000000,-2.047600
286,True,True,-1.000000,1.000000,-1447.119995,-46.289997,18.330000,206.019989,2285.510010,8.179999,-0.005543,0.006487,0.649609,0.760221,0.000000,0.000000,-2.046900
287,True,True,-1.000000,1.000000,-1445.390015,-27.180000,18.330000,245.330002,2285.969971,8.179999,-0.005489,0.006536,0.643103,0.765732,0.000000,0.000000,-2.046700
288,True,True,-1.000000,1.000000,-1443.329956,-8.059999,18.330000,284.309998,2282.339844,8.160000,-0.005435,0.006584,0.636548,0.771190,0.000000,0.000000,-2.047100
289,True,True,-1.000000,1.000000,-1440.949951,11.030000,18.330000,323.130005,2277.169922,8.150000,-0.005381,0.006633,0.629945,0.776593,0.000000,0.000000,-2.047500
290,True,True,-1.000000,1.000000,-1438.239990,30.070000,18.330000,361.869995,2271.329834,8.139999,-0.005322,0.006676,0.623298,0.781938,0.000000,0.000000,-2.047900
291,True,True,-1.000000,1.000000,-1435.209961,49.059998,18.330000,400.509979,2264.839844,8.130000,-0.005263,0.006719,0.616603,0.787228,0.000000,0.000000,-2.048300
292,True,True,-1.000000,1.000000,-1431.859985,68.000000,18.330000,439.039978,2257.689941,8.120000,-0.005203,0.006762,0.609860,0.792463,0.000000,0.000000,-2.048600
293,True,True,-1.000000,1.000000,-1428.179932,86.879997,18.330000,477.459991,2249.879883,8.120000,-0.005144,0.006806,0.603073,0.797640,0.000000,0.000000,-2.048900
294,True,True,-1.000000,1.000000,-1424.179932,105.699997,18.330000,515.750000,2241.409912,8.120000,-0.005085,0.006849,0.596243,0.802758,0.000000,0.000000,-2.049200
295,True,True,-1.000000,1.000000,-1419.859985,124.439995,18.330000,553.899963,2232.290039,8.120000,-0.005025,0.006892,0.589365,0.807822,0.000000,0.000000,-2.049500
296,True,True,-1.000000,1.000000,-1415.219971,143.110001,18.330000,591.899963,2222.510010,8.120000,-0.004966,0.006935,0.582443,0.812826,0.000000,0.000000,-2.049700
297,True,True,-1.000000,1.000000,-1410.270020,161.699997,18.330000,629.729980,2212.089844,8.120000,-0.004907,0.006978,0.575479,0.817772,0.000000,0.000000,-2.049900
298,True,True,-1.000000,1.000000,-1405.000000,180.199997,18.330000,667.390015,2201.020020,8.120000,-0.004847,0.007021,0.568471,0.822659,0.000000,0.000000,-2.050100
299,True,True,-1.000000,1.000000,-1399.409912,198.610001,18.330000,704.859985,2189.310059,8.120000,-0.004788,0.007065,0.561425,0.827483,0.000000,0.000000,-2.050300
300,True,True,-1.000000,1.000000,-1393.510010,216.919998,18.330000,742.130005,2176.959961,8.120000,-0.004729,0.007108,0.554336,0.832249,0.000000,0.000000,-2.050500
301,True,True,-1.000000,1.000000,-1387.299927,235.119995,18.330000,779.190002,2163.969971,8.120000,-0.004669,0.007145,0.547204,0.836955,0.000000,0.000000,-2.050700
302,True,True,-1.000000,1.000000,-1380.780029,253.220001,18.330000,816.019958,2150.349854,8.120000,-0.004610,0.007183,0.540035,0.841599,0.000000,0.000000,-2.050800
