frame,input.bHandbrake,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
304,True,False,False,-1.000000,1.000000,-1836.159912,-278.739990,18.330000,723.409973,2113.349854,8.420000,-0.002215,0.008251,0.255615,0.966741,0.000200,0.000000,-3.200000
305,True,False,False,-1.000000,1.000000,-1830.130005,-261.130005,18.330000,729.679993,2098.300049,8.440000,-0.002101,0.008278,0.242705,0.970063,0.000300,0.000000,-3.210600
306,True,False,False,-1.000000,1.000000,-1824.049927,-243.639999,18.330000,735.519958,2083.099854,8.450000,-0.001988,0.008305,0.229709,0.973222,0.000300,0.000000,-3.219700
307,True,False,False,-1.000000,1.000000,-1817.919922,-226.279999,18.330000,740.909973,2067.770020,8.460000,-0.001875,0.008332,0.216632,0.976216,0.000300,0.000000,-3.227200
308,True,False,False,-1.000000,1.000000,-1811.750000,-209.049988,18.330000,745.839966,2052.359863,8.460000,-0.001761,0.008354,0.203484,0.979041,0.000300,0.000000,-3.232900
309,True,False,False,-1.000000,1.000000,-1805.529907,-191.949997,18.330000,750.309998,2036.899902,8.460000,-0.001648,0.008375,0.190278,0.981693,0.000300,0.000000,-3.236800
310,True,False,False,-1.000000,1.000000,-1799.279907,-174.979996,18.330000,754.309998,2021.419922,8.460000,-0.001535,0.008397,0.177023,0.984170,0.000400,0.000000,-3.238700
311,True,False,False,-1.000000,1.000000,-1792.989990,-158.129990,18.330000,759.000000,2006.209961,8.460000,-0.001422,0.008419,0.163725,0.986469,0.000400,0.000000,-3.242100
312,True,False,False,-1.000000,1.000000,-1786.659912,-141.410004,18.330000,763.519958,1991.069946,8.460000,-0.001308,0.008435,0.150383,0.988591,0.000400,-0.000100,-3.244300
313,True,False,False,-1.000000,1.000000,-1780.299927,-124.820000,18.330000,767.880005,1976.019897,8.460000,-0.001195,0.008451,0.137004,0.990534,0.000500,-0.000100,-3.245200
314,True,False,False,-1.000000,1.000000,-1773.899902,-108.349998,18.330000,772.089966,1961.079956,8.460000,-0.001076,0.008467,0.123598,0.992296,0.000500,-0.000200,-3.244800
315,True,False,False,-1.000000,1.000000,-1767.469971,-92.009995,18.330000,776.169983,1946.269897,8.460000,-0.000958,0.008478,0.110170,0.993876,0.000500,-0.000300,-3.243000
316,True,False,False,-1.000000,1.000000,-1761.000000,-75.790001,18.330000,780.130005,1931.599976,8.460000,-0.000839,0.008489,0.096732,0.995274,0.000500,-0.000300,-3.239800
317,True,False,False,-1.000000,1.000000,-1754.500000,-59.689999,18.330000,783.989990,1917.089966,8.460000,-0.000720,0.008500,0.083288,0.996489,0.000400,-0.000400,-3.235100
318,True,False,False,-1.000000,1.000000,-1747.969971,-43.709999,18.330000,787.769958,1902.750000,8.460000,-0.000602,0.008505,0.069849,0.997521,0.000400,-0.000400,-3.228900
319,True,False,False,-1.000000,1.000000,-1741.409912,-27.849998,18.330000,791.489990,1888.589966,8.460000,-0.000483,0.008510,0.056422,0.998371,0.000300,-0.000400,-3.221100
320,True,False,False,-1.000000,1.000000,-1734.809937,-12.110000,18.330000,795.169983,1874.630005,8.460000,-0.000370,0.008516,0.043016,0.999038,0.000300,-0.000500,-3.211700
321,True,False,False,-1.000000,1.000000,-1728.179932,3.510000,18.330000,798.829956,1860.869995,8.460000,-0.000256,0.008516,0.029642,0.999524,0.000300,-0.000600,-3.200600
322,True,False,False,-1.000000,1.000000,-1721.520020,19.020000,18.330000,802.489990,1847.319946,8.460000,-0.000143,0.008516,0.016311,0.999831,0.000300,-0.000600,-3.187700
323,True,False,False,-1.000000,1.000000,-1714.829956,34.410000,18.330000,806.179993,1833.989990,8.460000,-0.000030,0.008516,0.003029,0.999959,0.000300,-0.000600,-3.173000
324,True,False,False,-1.000000,1.000000,-1708.109985,49.689999,18.330000,809.919983,1820.880005,8.460000,0.000084,0.008510,-0.010194,0.999912,0.000300,-0.000600,-3.156400
325,True,False,False,-1.000000,1.000000,-1701.359985,64.860001,18.330000,813.739990,1808.000000,8.460000,0.000197,0.008505,-0.023341,0.999691,0.000300,-0.000600,-3.137800
326,True,False,False,-1.000000,1.000000,-1694.579956,79.930000,18.330000,817.669983,1795.349976,8.460000,0.000310,0.008500,-0.036407,0.999301,0.000300,-0.000700,-3.117200
327,True,False,False,-1.000000,1.000000,-1687.770020,94.889999,18.330000,821.729980,1782.919922,8.460000,0.000423,0.008494,-0.049381,0.998744,0.000300,-0.000700,-3.094500
328,True,False,False,-1.000000,1.000000,-1680.919922,109.750000,18.330000,825.899963,1770.649902,8.450000,0.000537,0.008483,-0.062253,0.998024,0.000300,-0.000800,-3.071800
329,True,False,False,-1.000000,1.000000,-1674.039917,124.509995,18.330000,830.079956,1758.390015,8.450000,0.000645,0.008473,-0.075023,0.997146,0.000200,-0.000800,-3.054200
330,True,False,False,-1.000000,1.000000,-1667.119995,139.160004,18.330000,834.299988,1746.149902,8.450000,0.000753,0.008462,-0.087706,0.996110,0.000100,-0.000800,-3.041600
331,True,False,False,-1.000000,1.000000,-1660.169922,153.709991,18.330000,838.539978,1733.909912,8.450000,0.000860,0.008451,-0.100325,0.994918,0.000000,-0.000700,-3.034300
332,True,False,False,-1.000000,1.000000,-1653.179932,168.160004,18.330000,842.609985,1721.439941,8.450000,0.000968,0.008435,-0.112895,0.993571,-0.000200,-0.000600,-3.037100
333,True,False,False,-1.000000,1.000000,-1646.159912,182.509995,18.330000,846.510010,1708.770020,8.450000,0.001076,0.008419,-0.125459,0.992062,-0.000500,-0.000500,-3.049600
334,True,False,False,-1.000000,1.000000,-1639.109985,196.750000,18.330000,850.250000,1695.919922,8.450000,0.001179,0.008402,-0.138056,0.990388,-0.000800,-0.000300,-3.071500
335,True,False,False,-1.000000,1.000000,-1632.020020,210.879990,18.330000,853.829956,1682.919922,8.450000,0.001281,0.008386,-0.150718,0.988540,-0.001000,-0.000100,-3.102600
336,True,False,False,-1.000000,1.000000,-1624.900024,224.899994,18.330000,857.260010,1669.779907,8.460000,0.001384,0.008370,-0.163482,0.986510,-0.001200,0.000000,-3.142600
337,True,False,False,-1.000000,1.000000,-1617.760010,238.809998,18.330000,860.539978,1656.520020,8.460000,0.001486,0.008348,-0.176386,0.984284,-0.001300,0.000100,-3.191300
338,True,False,False,-1.000000,1.000000,-1610.589966,252.610001,18.330000,863.679993,1643.159912,8.460000,0.001594,0.008327,-0.189458,0.981852,-0.001400,0.000200,-3.248600
339,True,False,False,-1.000000,1.000000,-1603.390015,266.299988,18.330000,866.690002,1629.709961,8.470000,0.001702,0.008305,-0.202729,0.979198,-0.001500,0.000400,-3.314400
340,True,False,False,-1.000000,1.000000,-1596.169922,279.880005,18.330000,869.579956,1616.189941,8.470000,0.001810,0.008284,-0.216232,0.976305,-0.001600,0.000600,-3.388700
341,True,False,False,-1.000000,1.000000,-1588.919922,293.350006,18.330000,872.320007,1602.559937,8.470000,0.001918,0.008257,-0.229995,0.973155,-0.001700,0.000700,-3.470400
342,True,False,False,-1.000000,1.000000,-1581.650024,306.699982,18.330000,874.750000,1588.619995,8.480000,0.002031,0.008230,-0.244043,0.969727,-0.001600,0.000800,-3.555600
343,True,False,False,-1.000000,1.000000,-1574.359985,319.940002,18.330000,876.549988,1574.709961,8.480000,0.002144,0.008203,-0.258382,0.966006,-0.001400,0.000800,-3.641700
344,True,False,False,-1.000000,1.000000,-1567.059937,333.059998,18.330000,877.679993,1560.979980,8.480000,0.002263,0.008170,-0.273007,0.961975,-0.001200,0.000800,-3.727200
345,True,False,False,-1.000000,1.000000,-1559.750000,346.070007,18.330000,878.159973,1547.479980,8.480000,0.002382,0.008138,-0.287913,0.957619,-0.001000,0.000800,-3.811900
346,True,False,False,-1.000000,1.000000,-1552.429932,358.970001,18.330000,878.010010,1534.260010,8.480000,0.002506,0.008100,-0.303083,0.952926,-0.000700,0.000700,-3.896000
347,True,False,False,-1.000000,1.000000,-1545.109985,371.759979,18.330000,877.099976,1521.209961,8.480000,0.002635,0.008063,-0.318513,0.947881,-0.000400,0.000600,-3.975300
348,True,False,False,-1.000000,1.000000,-1537.799927,384.440002,18.330000,875.349976,1508.309937,8.480000,0.002765,0.008019,-0.334168,0.942475,-0.000200,0.000500,-4.047400
349,True,False,False,-1.000000,1.000000,-1530.510010,397.009979,18.330000,872.769958,1495.599976,8.480000,0.002900,0.007971,-0.350013,0.936706,0.000000,0.000300,-4.112400
350,True,False,False,-1.000000,1.000000,-1523.239990,409.470001,18.330000,869.399963,1483.150024,8.480000,0.003035,0.007922,-0.366009,0.930573,0.000100,0.000200,-4.170400
351,True,False,False,1.000000,0.000000,-1515.989990,421.829987,18.330000,862.750000,1473.429932,8.410000,0.003169,0.007868,-0.382123,0.924073,0.000400,0.000300,-4.216700
352,True,False,False,1.000000,0.000000,-1508.799927,434.109985,18.330000,857.169983,1466.890015,8.389999,0.003310,0.007814,-0.398297,0.917217,0.001500,-0.000600,-4.184200
353,True,False,False,1.000000,0.000000,-1501.659912,446.329987,18.330000,851.159973,1460.369995,8.380000,0.003450,0.007755,-0.414228,0.910134,0.002000,-0.001000,-4.148100
354,True,False,False,1.000000,0.000000,-1494.569946,458.500000,18.330000,844.769958,1453.939941,8.370000,0.003590,0.007696,-0.429894,0.902839,0.002200,-0.001300,-4.108000
355,True,False,False,1.000000,0.000000,-1487.529907,470.619995,18.330000,837.949951,1447.529907,8.360000,0.003731,0.007631,-0.445285,0.895348,0.002200,-0.001400,-4.067900
356,True,False,False,1.000000,0.000000,-1480.549927,482.679993,18.330000,830.619995,1441.049927,8.360000,0.003871,0.007566,-0.460396,0.887673,0.002100,-0.001300,-4.033000
357,True,False,False,1.000000,0.000000,-1473.630005,494.690002,18.330000,822.809998,1434.569946,8.349999,0.004006,0.007501,-0.475248,0.879811,0.001900,-0.001200,-4.002800
358,True,False,False,1.000000,0.000000,-1466.770020,506.639984,18.330000,814.559998,1428.159912,8.349999,0.004141,0.007431,-0.489857,0.871761,0.001600,-0.001100,-3.976800
359,True,False,False,1.000000,0.000000,-1459.979980,518.539978,18.330000,805.899963,1421.869995,8.349999,0.004270,0.007361,-0.504235,0.863525,0.001300,-0.000900,-3.954700
360,True,False,False,1.000000,0.000000,-1453.260010,530.390015,18.330000,796.880005,1415.750000,8.349999,0.004399,0.007291,-0.518396,0.855098,0.001100,-0.000700,-3.936100
361,True,False,False,1.000000,0.000000,-1446.619995,542.190002,18.330000,787.539978,1409.849976,8.340000,0.004524,0.007216,-0.532347,0.846483,0.000900,-0.000600,-3.920800
362,True,False,False,1.000000,0.000000,-1440.059937,553.940002,18.330000,777.919983,1404.199951,8.340000,0.004648,0.007140,-0.546104,0.837674,0.000700,-0.000500,-3.908400
363,True,False,False,1.000000,0.000000,-1433.579956,565.640015,18.330000,768.070007,1398.839966,8.340000,0.004766,0.007065,-0.559672,0.828670,0.000500,-0.000300,-3.898600
364,True,False,False,1.000000,0.000000,-1427.179932,577.299988,18.330000,758.029968,1393.799927,8.340000,0.004885,0.006989,-0.573056,0.819472,0.000400,-0.000200,-3.891200
365,True,False,False,1.000000,0.000000,-1420.859985,588.909973,18.330000,747.859985,1389.099976,8.340000,0.004998,0.006908,-0.586268,0.810072,0.000200,-0.000100,-3.886000
366,True,False,False,1.000000,0.000000,-1414.630005,600.489990,18.330000,737.589966,1384.760010,8.340000,0.005112,0.006827,-0.599307,0.800473,0.000100,0.000000,-3.882800
367,True,False,False,1.000000,0.000000,-1408.479980,612.029968,18.330000,727.279968,1380.799927,8.340000,0.005219,0.006746,-0.612180,0.790673,0.000000,0.000000,-3.881300
368,True,False,False,1.000000,0.000000,-1402.419922,623.539978,18.330000,716.979980,1377.229980,8.340000,0.005327,0.006660,-0.624884,0.780671,0.000000,0.000000,-3.881400
369,True,False,False,1.000000,0.000000,-1396.439941,635.019958,18.330000,706.729980,1374.049927,8.340000,0.005435,0.006574,-0.637427,0.770463,0.000000,0.000000,-3.882800
370,True,False,False,1.000000,0.000000,-1390.549927,646.469971,18.330000,696.579956,1371.260010,8.340000,0.005543,0.006487,-0.649808,0.760050,0.000000,0.000000,-3.885400
371,True,False,False,1.000000,0.000000,-1384.739990,657.899963,18.330000,686.579956,1368.869995,8.340000,0.005646,0.006396,-0.662028,0.749431,0.000000,0.000000,-3.889100
372,True,False,False,1.000000,0.000000,-1379.020020,669.309998,18.330000,676.779968,1366.859985,8.340000,0.005748,0.006304,-0.674085,0.738604,0.000000,0.000000,-3.893600
373,True,False,False,1.000000,0.000000,-1373.380005,680.700012,18.330000,667.219971,1365.229980,8.340000,0.005851,0.006212,-0.685981,0.727570,0.000000,0.000000,-3.898800
374,True,False,False,1.000000,0.000000,-1367.819946,692.079956,18.330000,657.950012,1363.959961,8.340000,0.005953,0.006115,-0.697709,0.716330,0.000000,0.000000,-3.904600
375,True,False,False,1.000000,0.000000,-1362.339966,703.450012,18.330000,649.010010,1363.039917,8.340000,-0.006050,-0.006018,0.709271,-0.704884,0.000000,0.000000,-3.910800
376,True,False,False,1.000000,0.000000,-1356.929932,714.809998,18.330000,640.450012,1362.439941,8.340000,-0.006147,-0.005921,0.720665,-0.693231,0.000000,0.000000,-3.917300
377,True,False,False,1.000000,0.000000,-1351.589966,726.159973,18.330000,632.299988,1362.140015,8.349999,-0.006245,-0.005818,0.731881,-0.681379,0.000000,0.000000,-3.924000
378,True,False,False,1.000000,0.000000,-1346.319946,737.510010,18.330000,624.609985,1362.109985,8.349999,-0.006336,-0.005716,0.742924,-0.669321,0.000000,0.000000,-3.930800
379,True,False,False,1.000000,0.000000,-1341.109985,748.859985,18.330000,617.409973,1362.319946,8.349999,-0.006428,-0.005613,0.753786,-0.657064,0.000000,0.000000,-3.937500
380,True,False,False,1.000000,0.000000,-1335.959961,760.209961,18.330000,610.739990,1362.739990,8.349999,-0.006520,-0.005505,0.764466,-0.644608,0.000000,0.000000,-3.944100
381,True,False,False,1.000000,0.000000,-1330.869995,771.570007,18.330000,604.640015,1363.329956,8.360000,-0.006611,-0.005398,0.774956,-0.631957,0.000000,0.000000,-3.950400
382,True,False,False,1.000000,0.000000,-1325.829956,782.929993,18.330000,599.130005,1364.039917,8.360000,-0.006698,-0.005290,0.785252,-0.619117,0.000000,0.000000,-3.956400
383,True,False,False,1.000000,0.000000,-1320.839966,794.299988,18.330000,594.239990,1364.839966,8.360000,-0.006784,-0.005176,0.795351,-0.606089,0.000000,0.000000,-3.962000
384,True,False,False,1.000000,0.000000,-1315.890015,805.669983,18.330000,590.000000,1365.679932,8.360000,-0.006870,-0.005063,0.805248,-0.592877,0.000000,0.000000,-3.967000
385,True,False,False,1.000000,0.000000,-1310.969971,817.049988,18.330000,586.429993,1366.500000,8.370000,-0.006951,-0.004950,0.814937,-0.579487,0.000000,0.000000,-3.971500
386,True,False,False,1.000000,0.000000,-1306.079956,828.440002,18.330000,583.549988,1367.260010,8.370000,-0.007032,-0.004836,0.824413,-0.565924,0.000000,0.000000,-3.975300
387,True,False,False,1.000000,0.000000,-1301.219971,839.829956,18.330000,581.369995,1367.909912,8.370000,-0.007113,-0.004718,0.833675,-0.552189,0.000000,0.000000,-3.978400
388,True,False,False,1.000000,0.000000,-1296.380005,851.229980,18.330000,579.909973,1368.400024,8.380000,-0.007189,-0.004599,0.842715,-0.538292,0.000000,0.000000,-3.980800
389,True,False,False,1.000000,0.000000,-1291.549927,862.630005,18.330000,579.179993,1368.659912,8.380000,-0.007264,-0.004480,0.851529,-0.524239,0.000000,0.000000,-3.982400
390,True,False,False,1.000000,0.000000,-1286.719971,874.039978,18.330000,579.179993,1368.640015,8.389999,-0.007340,-0.004362,0.860109,-0.510039,0.000000,0.000000,-3.983200
391,True,False,False,1.000000,0.000000,-1281.890015,885.449951,18.330000,579.909973,1368.289917,8.389999,-0.007410,-0.004238,0.868455,-0.495695,0.000000,0.000000,-3.983400
392,True,False,False,1.000000,0.000000,-1277.059937,896.849976,18.330000,581.309998,1367.579956,8.389999,-0.007480,-0.004114,0.876561,-0.481215,0.000000,0.000000,-3.982600
393,True,False,False,1.000000,0.000000,-1272.219971,908.250000,18.330000,583.309998,1366.489990,8.400000,-0.007545,-0.003989,0.884424,-0.466606,0.000000,0.000000,-3.981000
394,True,False,False,1.000000,0.000000,-1267.359985,919.639954,18.330000,585.839966,1365.000000,8.400000,-0.007609,-0.003865,0.892042,-0.451873,-0.000100,0.000000,-3.978500
395,True,False,False,1.000000,0.000000,-1262.479980,931.019958,18.330000,588.839966,1363.099976,8.400000,-0.007674,-0.003736,0.899408,-0.437026,-0.000100,-0.000100,-3.975200
396,True,False,False,1.000000,0.000000,-1257.569946,942.380005,18.330000,592.260010,1360.789917,8.410000,-0.007733,-0.003606,0.906522,-0.422072,-0.000100,-0.000100,-3.971100
397,True,False,False,1.000000,0.000000,-1252.630005,953.719971,18.330000,596.049988,1358.049927,8.410000,-0.007793,-0.003477,0.913382,-0.407015,-0.000100,-0.000100,-3.966200
398,True,False,False,1.000000,0.000000,-1247.659912,965.039978,18.330000,600.149963,1354.880005,8.410000,-0.007847,-0.003347,0.919983,-0.391866,-0.000100,-0.000100,-3.960500
399,True,False,False,1.000000,0.000000,-1242.659912,976.329956,18.330000,604.510010,1351.280029,8.410000,-0.007901,-0.003218,0.926324,-0.376631,-0.000100,-0.000100,-3.954000
400,True,False,False,1.000000,0.000000,-1237.619995,987.589966,18.330000,609.089966,1347.250000,8.420000,-0.007955,-0.003089,0.932403,-0.361321,-0.000100,-0.000100,-3.946700
401,True,False,False,1.000000,0.000000,-1232.539917,998.820007,18.330000,613.849976,1342.789917,8.420000,-0.008003,-0.002959,0.938218,-0.345940,-0.000200,-0.000100,-3.938600
402,True,False,False,1.000000,0.000000,-1227.419922,1010.009949,18.330000,618.739990,1337.909912,8.420000,-0.008052,-0.002824,0.943769,-0.330495,-0.000200,-0.000100,-3.929700
403,True,False,False,1.000000,0.000000,-1222.260010,1021.159973,18.330000,623.719971,1332.609985,8.420000,-0.008095,-0.002689,0.949055,-0.314995,-0.000200,-0.000100,-3.920000
404,True,False,False,1.000000,0.000000,-1217.059937,1032.270020,18.330000,628.760010,1326.909912,8.429999,-0.008138,-0.002554,0.954073,-0.299453,-0.000200,-0.000100,-3.909500
405,True,False,False,1.000000,0.000000,-1211.819946,1043.329956,18.330000,633.820007,1320.809937,8.429999,-0.008181,-0.002420,0.958824,-0.283873,-0.000200,-0.000100,-3.898200
406,True,False,False,1.000000,0.000000,-1206.539917,1054.339966,18.330000,638.869995,1314.329956,8.429999,-0.008219,-0.002285,0.963309,-0.268260,-0.000200,-0.000100,-3.886000
407,True,False,False,1.000000,0.000000,-1201.219971,1065.289917,18.330000,643.869995,1307.489990,8.429999,-0.008257,-0.002150,0.967526,-0.252626,-0.000200,-0.000100,-3.873000
408,True,False,False,1.000000,0.000000,-1195.849976,1076.189941,18.330000,648.799988,1300.299927,8.440000,-0.008289,-0.002015,0.971477,-0.236981,-0.000200,-0.000100,-3.859100
409,True,False,False,1.000000,0.000000,-1190.439941,1087.030029,18.330000,653.630005,1292.770020,8.440000,-0.008322,-0.001880,0.975161,-0.221330,-0.000200,-0.000100,-3.844400
410,True,False,False,1.000000,0.000000,-1184.989990,1097.799927,18.330000,658.339966,1284.929932,8.440000,-0.008348,-0.001745,0.978582,-0.205680,-0.000200,-0.000100,-3.828800
411,True,False,False,1.000000,0.000000,-1179.500000,1108.510010,18.330000,662.899963,1276.789917,8.440000,-0.008375,-0.001610,0.981739,-0.190041,-0.000200,-0.000100,-3.812300
412,True,False,False,1.000000,0.000000,-1173.979980,1119.150024,18.330000,667.289978,1268.380005,8.440000,-0.008402,-0.001475,0.984634,-0.174423,-0.000200,-0.000100,-3.794900
413,True,False,False,1.000000,0.000000,-1168.419922,1129.719971,18.330000,671.489990,1259.709961,8.450000,-0.008424,-0.001341,0.987269,-0.158831,-0.000200,0.000000,-3.776500
414,True,False,False,1.000000,0.000000,-1162.819946,1140.219971,18.330000,675.479980,1250.809937,8.450000,-0.008446,-0.001206,0.989646,-0.143278,-0.000200,0.000000,-3.757200
415,True,False,False,1.000000,0.000000,-1157.189941,1150.640015,18.330000,679.250000,1241.699951,8.450000,-0.008462,-0.001071,0.991767,-0.127768,-0.000200,0.000000,-3.736900
416,True,False,False,1.000000,0.000000,-1151.530029,1160.989990,18.330000,682.789978,1232.400024,8.450000,-0.008478,-0.000936,0.993636,-0.112312,-0.000200,0.000000,-3.715700
417,True,False,False,1.000000,0.000000,-1145.839966,1171.260010,18.330000,686.089966,1222.939941,8.450000,-0.008489,-0.000801,0.995256,-0.096915,-0.000100,0.000000,-3.693500
418,True,False,False,1.000000,0.000000,-1140.119995,1181.449951,18.330000,689.130005,1213.339966,8.450000,-0.008500,-0.000672,0.996630,-0.081589,-0.000100,0.000000,-3.670300
419,True,False,False,1.000000,0.000000,-1134.380005,1191.559937,18.330000,691.909973,1203.619995,8.460000,-0.008510,-0.000542,0.997761,-0.066337,-0.000100,0.000000,-3.646100
420,True,False,False,1.000000,0.000000,-1128.609985,1201.589966,18.330000,694.429993,1193.799927,8.460000,-0.008516,-0.000413,0.998653,-0.051173,-0.000100,0.000000,-3.620900
421,True,False,False,1.000000,0.000000,-1122.819946,1211.539917,18.330000,696.679993,1183.910034,8.460000,-0.008521,-0.000283,0.999312,-0.036099,-0.000100,0.000000,-3.594600
422,True,False,False,1.000000,0.000000,-1117.010010,1221.409912,18.330000,698.659973,1173.969971,8.460000,-0.008527,-0.000154,0.999740,-0.021129,-0.000200,0.000000,-3.567300
423,True,False,False,1.000000,0.000000,-1111.189941,1231.189941,18.330000,700.359985,1164.000000,8.460000,-0.008527,-0.000024,0.999944,-0.006266,-0.000200,0.000000,-3.538900
424,True,False,False,1.000000,0.000000,-1105.349976,1240.890015,18.330000,701.789978,1154.020020,8.460000,-0.008527,0.000100,0.999928,0.008478,-0.000200,0.000000,-3.509400
425,True,False,False,1.000000,0.000000,-1099.500000,1250.510010,18.330000,702.950012,1144.059937,8.460000,-0.008527,0.000224,0.999697,0.023098,-0.000200,0.000000,-3.478800
426,True,False,False,1.000000,0.000000,-1093.640015,1260.039917,18.330000,703.849976,1134.130005,8.460000,-0.008521,0.000348,0.999257,0.037583,-0.000200,0.000000,-3.447100
427,True,False,False,1.000000,0.000000,-1087.770020,1269.489990,18.330000,704.489990,1124.250000,8.460000,-0.008516,0.000472,0.998614,0.051933,-0.000300,0.000000,-3.414300
428,True,False,False,1.000000,0.000000,-1081.900024,1278.859985,18.330000,704.880005,1114.449951,8.470000,-0.008510,0.000596,0.997774,0.066132,-0.000300,0.000000,-3.380300
429,True,False,False,1.000000,0.000000,-1076.030029,1288.150024,18.330000,705.019958,1104.739990,8.470000,-0.008500,0.000715,0.996744,0.080180,-0.000300,0.000000,-3.345200
430,True,False,False,1.000000,0.000000,-1070.150024,1297.359985,18.330000,704.919983,1095.140015,8.470000,-0.008489,0.000833,0.995529,0.094067,-0.000300,0.000000,-3.308900
431,True,False,False,1.000000,0.000000,-1064.280029,1306.489990,18.330000,704.599976,1085.660034,8.470000,-0.008478,0.000952,0.994138,0.107780,-0.000300,0.000000,-3.271400
432,True,False,False,1.000000,0.000000,-1058.410034,1315.539917,18.330000,704.059998,1076.319946,8.470000,-0.008462,0.001071,0.992576,0.121321,-0.000300,0.000000,-3.232800
433,True,False,False,1.000000,0.000000,-1052.539917,1324.510010,18.330000,703.309998,1067.130005,8.470000,-0.008446,0.001184,0.990853,0.134679,-0.000300,0.000000,-3.193000
434,True,False,False,1.000000,0.000000,-1046.679932,1333.400024,18.330000,702.369995,1058.109985,8.470000,-0.008429,0.001297,0.988973,0.147848,-0.000300,0.000000,-3.151900
435,True,False,False,1.000000,0.000000,-1040.829956,1342.219971,18.330000,701.250000,1049.270020,8.470000,-0.008413,0.001411,0.986946,0.160822,-0.000300,0.000000,-3.109600
436,True,False,False,1.000000,0.000000,-1034.989990,1350.959961,18.330000,699.959961,1040.619995,8.470000,-0.008397,0.001519,0.984780,0.173597,-0.000300,0.000000,-3.066100
437,True,False,False,1.000000,0.000000,-1029.160034,1359.630005,18.330000,698.519958,1032.179932,8.470000,-0.008375,0.001627,0.982482,0.186162,-0.000400,0.000100,-3.021300
438,True,False,False,1.000000,0.000000,-1023.339966,1368.229980,18.330000,696.940002,1023.949951,8.470000,-0.008354,0.001734,0.980061,0.198516,-0.000400,0.000100,-2.975300
439,True,False,False,1.000000,0.000000,-1017.529968,1376.760010,18.330000,695.229980,1015.940002,8.470000,-0.008332,0.001837,0.977525,0.210649,-0.000400,0.000100,-2.928000
440,True,False,False,1.000000,0.000000,-1011.739990,1385.229980,18.330000,693.409973,1008.159973,8.470000,-0.008311,0.001939,0.974881,0.222560,-0.000400,0.000100,-2.879400
441,True,False,False,1.000000,0.000000,-1005.959961,1393.630005,18.330000,691.489990,1000.609985,8.470000,-0.008289,0.002042,0.972141,0.234240,-0.000400,0.000200,-2.829500
442,True,False,False,1.000000,0.000000,-1000.199951,1401.969971,18.330000,689.489990,993.299988,8.470000,-0.008262,0.002139,0.969313,0.245683,-0.000400,0.000300,-2.778300
443,True,False,False,1.000000,0.000000,-994.449951,1410.250000,18.330000,687.419983,986.229980,8.470000,-0.008235,0.002236,0.966403,0.256888,-0.000400,0.000300,-2.725800
444,True,False,False,1.000000,0.000000,-988.719971,1418.469971,18.330000,685.299988,979.409973,8.470000,-0.008208,0.002333,0.963424,0.267845,-0.000400,0.000300,-2.671900
445,True,False,False,1.000000,0.000000,-983.009949,1426.630005,18.330000,683.089966,972.750000,8.470000,-0.008181,0.002425,0.960383,0.278553,-0.000400,0.000300,-2.618500
446,True,False,False,1.000000,0.000000,-977.320007,1434.739990,18.330000,680.760010,966.199951,8.470000,-0.008154,0.002517,0.957287,0.289014,-0.000300,0.000300,-2.566600
447,True,False,False,1.000000,0.000000,-971.649963,1442.789917,18.330000,678.320007,959.779968,8.470000,-0.008127,0.002603,0.954141,0.299237,-0.000200,0.000200,-2.516200
448,True,False,False,1.000000,0.000000,-966.000000,1450.789917,18.330000,675.760010,953.489990,8.470000,-0.008100,0.002689,0.950951,0.309223,-0.000200,0.000200,-2.467000
449,True,False,False,1.000000,0.000000,-960.369995,1458.739990,18.330000,673.099976,947.359985,8.470000,-0.008073,0.002776,0.947722,0.318982,-0.000100,0.000200,-2.419200
450,True,False,False,1.000000,0.000000,-954.759949,1466.630005,18.330000,670.349976,941.399963,8.470000,-0.008046,0.002857,0.944458,0.328520,0.000000,0.000200,-2.373000
451,True,False,False,1.000000,0.000000,-949.169983,1474.479980,18.330000,667.529968,935.619995,8.470000,-0.008019,0.002937,0.941164,0.337842,0.000000,0.000200,-2.328300
452,False,False,False,0.000000,0.000000,-943.609985,1482.279907,18.330000,665.690002,927.829956,8.440000,-0.007987,0.003013,0.937843,0.346954,-0.000300,0.000100,-2.272800
453,False,False,False,0.000000,0.000000,-938.059998,1490.010010,18.330000,664.279968,920.500000,8.420000,-0.007960,0.003089,0.934516,0.355818,0.000000,-0.000300,-2.256800
454,False,False,False,0.000000,0.000000,-932.519958,1497.679932,18.330000,662.059998,912.479980,8.410000,-0.007933,0.003164,0.931129,0.364590,0.000000,-0.000500,-2.238400
455,False,False,False,0.000000,0.000000,-927.000000,1505.279907,18.330000,658.979980,903.789978,8.410000,-0.007906,0.003240,0.927688,0.373259,0.000000,-0.000500,-2.217600
456,False,False,False,0.000000,0.000000,-921.510010,1512.809937,18.330000,655.000000,894.429993,8.410000,-0.007879,0.003310,0.924199,0.381815,0.000000,-0.000500,-2.194400
