frame,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
68,-2774.109863,0.000000,93.150002,-4786.310059,0.000000,0.000000,0.000003,-0.456776,0.000003,0.889581,0.000000,-3.528700,0.000000
69,-2813.969971,0.000000,93.150002,-4783.189941,0.000000,0.000000,0.000003,-0.469999,0.000003,0.882667,0.000000,-3.580600,0.000000
70,-2853.800049,0.000000,93.150002,-4780.080078,0.000000,0.000000,0.000003,-0.483303,0.000003,0.875453,0.000000,-3.632500,0.000000
71,-2893.609863,0.000000,93.150002,-4776.969727,0.000000,0.000000,0.000003,-0.496687,0.000003,0.867930,0.000000,-3.684400,0.000000
72,-2933.389893,0.000000,93.150002,-4773.859863,0.000000,0.000000,0.000003,-0.510137,0.000003,0.860093,0.000000,-3.736300,0.000000
73,-2973.149902,0.000000,93.150002,-4770.750000,0.000000,0.000000,0.000003,-0.523651,0.000003,0.851933,0.000000,-3.788200,0.000000
74,-3012.879883,0.000000,93.150002,-4767.640137,0.000000,0.000000,0.000003,-0.537213,0.000003,0.843446,0.000000,-3.840100,0.000000
75,-3052.579834,0.000000,93.150002,-4764.529785,0.000000,0.000000,0.000003,-0.550819,0.000003,0.834625,0.000000,-3.892000,0.000000
76,-3092.260010,0.000000,93.150002,-4761.419922,0.000000,0.000000,0.000003,-0.564457,0.000003,0.825462,0.000000,-3.943900,0.000000
77,-3131.909912,0.000000,93.150002,-4758.310059,0.000000,0.000000,0.000003,-0.578122,0.000003,0.815950,0.000000,-3.995800,0.000000
78,-3171.540039,0.000000,93.150002,-4755.199707,0.000000,0.000000,0.000003,-0.591798,0.000003,0.806086,0.000000,-4.047700,0.000000
79,-3211.139893,0.000000,93.150002,-4752.089844,0.000000,0.000000,0.000003,-0.605479,0.000003,0.795861,0.000000,-4.099600,0.000000
80,-3250.709961,0.000000,93.150002,-4748.979980,0.000000,0.000000,0.000003,-0.619155,0.000003,0.785269,0.000000,-4.151500,0.000000
81,-3290.260010,0.000000,93.150002,-4745.870117,0.000000,0.000000,0.000003,-0.632815,0.000003,0.774303,0.000000,-4.203400,0.000000
82,-3329.780029,0.000000,93.150002,-4742.759766,0.000000,0.000000,0.000003,-0.646442,0.000003,0.762963,0.000000,-4.255300,0.000000
83,-3369.280029,0.000000,93.150002,-4739.659668,0.000000,0.000000,0.000003,-0.660032,0.000003,0.751238,0.000000,-4.307200,0.000000
84,-3408.750000,0.000000,93.150002,-4736.560059,0.000000,0.000000,0.000003,-0.673567,0.000003,0.739126,0.000000,-4.359100,0.000000
85,-3448.199951,0.000000,93.150002,-4733.459961,0.000000,0.000000,0.000003,-0.687038,0.000003,0.726621,0.000000,-4.411000,0.000000
86,-3487.619873,0.000000,93.150002,-4730.359863,0.000000,0.000000,0.000003,-0.700428,0.000003,0.713723,0.000000,-4.462900,0.000000
87,-3527.010010,0.000000,93.150002,-4727.259766,0.000000,0.000000,-0.000003,0.713728,-0.000003,-0.700422,0.000000,-4.514800,0.000000
88,-3566.379883,0.000000,93.150002,-4724.159668,0.000000,0.000000,-0.000003,0.726927,-0.000003,-0.686714,0.000000,-4.566700,0.000000
89,-3605.719971,0.000000,93.150002,-4721.060059,0.000000,0.000000,-0.000003,0.740005,-0.000003,-0.672601,0.000000,-4.618600,0.000000
90,-3645.040039,0.000000,93.150002,-4717.959961,0.000000,0.000000,-0.000003,0.752954,-0.000003,-0.658073,0.000000,-4.670500,0.000000
91,-3684.329834,0.000000,93.150002,-4714.859863,0.000000,0.000000,-0.000003,0.765757,-0.000003,-0.643130,0.000000,-4.722400,0.000000
