frame,input.bJump,input.bJumped,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
114,False,False,0.370000,0.000000,26.969999,0.200000,0.000000,-240.149994,0.000003,0.008586,0.000003,0.999963,0.000000,0.011200,0.000000
115,False,False,0.370000,0.000000,24.900000,0.290000,0.000000,-215.699997,0.000003,0.008634,0.000003,0.999963,0.000000,0.014700,0.000000
116,False,False,0.370000,0.000000,23.029999,0.350000,0.000000,-188.559998,0.000003,0.008694,0.000003,0.999962,0.000000,0.016800,0.000000
117,False,False,0.370000,0.000000,21.389999,0.360000,0.000000,-160.229996,0.000003,0.008764,0.000003,0.999962,0.000000,0.017500,0.000000
118,False,False,0.370000,0.000000,19.990000,0.340000,0.000000,-131.949997,0.000003,0.008839,0.000003,0.999961,0.000000,0.016800,0.000000
119,False,False,0.370000,0.000000,18.820000,0.310000,0.000000,-104.709999,0.000003,0.008910,0.000003,0.999960,0.000000,0.014900,0.000000
120,False,False,0.370000,0.000000,17.879999,0.250000,0.000000,-79.209999,0.000003,0.008974,0.000003,0.999960,0.000000,0.012200,0.000000
121,False,False,0.370000,0.000000,17.150000,0.190000,0.000000,-30.179998,0.000003,0.009023,0.000003,0.999959,0.000000,-0.117600,0.000000
122,False,False,0.370000,0.000000,16.830000,-2.550000,0.000000,-2.520000,0.000003,0.008532,0.000003,0.999964,0.000000,-0.110100,0.000000
123,False,False,0.350000,0.000000,16.740000,-1.650000,0.000000,12.530000,0.000003,0.008073,0.000003,0.999967,0.000000,-0.067500,0.000000
124,False,False,0.340000,0.000000,16.779999,-0.990000,0.000000,19.629999,0.000003,0.007793,0.000003,0.999970,0.000000,-0.016300,0.000000
125,False,False,0.330000,0.000000,16.879999,-0.080000,0.000000,22.059999,0.000003,0.007723,0.000003,0.999970,0.000000,0.000300,0.000000
126,False,False,0.330000,0.000000,17.000000,0.020000,0.000000,23.070000,0.000003,0.007723,0.000003,0.999970,0.000000,0.007900,0.000000
127,False,False,0.330000,0.000000,17.119999,0.160000,0.000000,23.209999,0.000003,0.007755,0.000003,0.999970,0.000000,0.012100,0.000000
128,False,False,0.330000,0.000000,17.250000,0.220000,0.000000,22.799999,0.000003,0.007804,0.000003,0.999969,0.000000,0.014100,0.000000
129,False,False,0.330000,0.000000,17.369999,0.250000,0.000000,22.000000,0.000003,0.007863,0.000003,0.999969,0.000000,0.014700,0.000000
130,False,False,0.330000,0.000000,17.490000,0.250000,0.000000,20.990000,0.000003,0.007922,0.000003,0.999969,0.000000,0.014500,0.000000
131,False,False,0.330000,0.000000,17.600000,0.250000,0.000000,19.850000,0.000003,0.007982,0.000003,0.999968,0.000000,0.013800,0.000000
132,False,False,0.330000,0.000000,17.699999,0.240000,0.000000,18.680000,0.000003,0.008041,0.000003,0.999968,0.000000,0.012800,0.000000
133,False,False,0.330000,0.000000,17.789999,0.220000,0.000000,17.520000,0.000003,0.008095,0.000003,0.999967,0.000000,0.011700,0.000000
134,False,False,0.330000,0.000000,17.869999,0.200000,0.000000,16.410000,0.000003,0.008143,0.000003,0.999967,0.000000,0.010600,0.000000
135,False,False,0.330000,0.000000,17.940001,0.180000,0.000000,15.380000,0.000003,0.008187,0.000003,0.999966,0.000000,0.009500,0.000000
136,False,False,0.330000,0.000000,18.000000,0.160000,0.000000,14.429999,0.000003,0.008224,0.000003,0.999966,0.000000,0.008500,0.000000
137,False,False,0.330000,0.000000,18.049999,0.150000,0.000000,13.580000,0.000003,0.008262,0.000003,0.999966,0.000000,0.007600,0.000000
138,False,False,0.330000,0.000000,18.100000,0.130000,0.000000,12.840000,0.000003,0.008295,0.000003,0.999966,0.000000,0.006700,0.000000
139,False,False,0.330000,0.000000,18.139999,0.110000,0.000000,12.160000,0.000003,0.008322,0.000003,0.999965,0.000000,0.005900,0.000000
140,False,False,0.330000,0.000000,18.170000,0.100000,0.000000,11.570000,0.000003,0.008348,0.000003,0.999965,0.000000,0.005200,0.000000
141,False,False,0.330000,0.000000,18.199999,0.090000,0.000000,11.070000,0.000003,0.008370,0.000003,0.999965,0.000000,0.004600,0.000000
142,False,False,0.330000,0.000000,18.219999,0.080000,0.000000,10.630000,0.000003,0.008392,0.000003,0.999965,0.000000,0.004000,0.000000
143,False,False,0.330000,0.000000,18.240000,0.070000,0.000000,10.270000,0.000003,0.008408,0.000003,0.999965,0.000000,0.003500,0.000000
144,False,False,0.330000,0.000000,18.260000,0.060000,0.000000,9.950000,0.000003,0.008424,0.000003,0.999964,0.000000,0.003100,0.000000
145,False,False,0.330000,0.000000,18.279999,0.050000,0.000000,9.670000,0.000003,0.008435,0.000003,0.999964,0.000000,0.002700,0.000000
146,False,False,0.330000,0.000000,18.289999,0.040000,0.000000,9.410000,0.000003,0.008446,0.000003,0.999964,0.000000,0.002400,0.000000
147,False,False,0.330000,0.000000,18.299999,0.040000,0.000000,9.200000,0.000003,0.008456,0.000003,0.999964,0.000000,0.002100,0.000000
148,False,False,0.330000,0.000000,18.309999,0.030000,0.000000,9.030000,0.000003,0.008467,0.000003,0.999964,0.000000,0.001800,0.000000
149,False,False,0.330000,0.000000,18.320000,0.030000,0.000000,8.880000,0.000003,0.008473,0.000003,0.999964,0.000000,0.001600,0.000000
150,False,False,0.330000,0.000000,18.330000,0.020000,0.000000,8.740000,0.000003,0.008478,0.000003,0.999964,0.000000,0.001400,0.000000
151,False,False,0.330000,0.000000,18.340000,0.020000,0.000000,8.610000,0.000003,0.008483,0.000003,0.999964,0.000000,0.001200,0.000000
152,False,False,0.330000,0.000000,18.340000,0.020000,0.000000,8.490000,0.000003,0.008489,0.000003,0.999964,0.000000,0.001100,0.000000
153,False,False,0.330000,0.000000,18.340000,0.020000,0.000000,8.410000,0.000003,0.008494,0.000003,0.999964,0.000000,0.001000,0.000000
154,False,False,0.330000,0.000000,18.340000,0.010000,0.000000,8.360000,0.000003,0.008500,0.000003,0.999964,0.000000,0.000900,0.000000
155,False,False,0.330000,0.000000,18.340000,0.010000,0.000000,8.330000,0.000003,0.008505,0.000003,0.999964,0.000000,0.000800,0.000000
156,False,False,0.330000,0.000000,18.340000,0.010000,0.000000,8.309999,0.000003,0.008510,0.000003,0.999964,0.000000,0.000700,0.000000
157,False,False,0.330000,0.000000,18.340000,0.010000,0.000000,8.300000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000600,0.000000
158,False,False,0.330000,0.000000,18.340000,0.010000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000400,0.000000
159,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
160,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
161,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
162,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
163,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
164,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
165,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
166,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
167,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
168,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
169,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
170,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
171,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
172,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
173,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
174,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
175,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
176,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
177,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
178,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
179,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
180,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
181,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
182,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
183,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
184,False,False,0.330000,0.000000,18.340000,0.000000,0.000000,8.290000,0.000003,0.008516,0.000003,0.999964,0.000000,0.000300,0.000000
