frame,input.bJump,input.bJumped,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
86,True,True,-1.000000,0.000000,106.409996,1002.039978,0.000000,420.919983,0.580000,0.436006,-0.436017,0.556678,0.556684,-4.640600,0.000000,0.000000,0.000000,516.130005,959.229980,0.000000,779.559998,-60.449997,0.684794,0.000003,0.000003,0.728737,2.291600,0.000000,0.000000
87,True,True,-1.000000,0.000000,109.919998,1002.039978,0.000000,420.919983,0.580000,0.425422,-0.425433,0.564808,0.564815,-4.529300,0.000000,0.000000,0.000000,522.619995,958.729980,0.000000,779.359985,-60.430000,0.691721,0.000003,0.000003,0.722165,2.291600,0.000000,0.000000
88,True,True,-1.000000,0.000000,113.430000,1002.039978,0.000000,420.919983,0.580000,0.414945,-0.414956,0.572549,0.572555,-4.420700,0.000000,0.000000,0.000000,529.109985,958.229980,0.000000,779.159973,-60.410000,0.698583,0.000003,0.000003,0.715529,2.291600,0.000000,0.000000
89,True,True,-1.000000,0.000000,116.939995,1002.039978,0.000000,420.919983,0.580000,0.404587,-0.404598,0.579919,0.579918,-4.314700,0.000000,0.000000,0.000000,535.599976,957.729980,0.000000,778.959961,-60.389999,0.705380,0.000003,0.000003,0.708829,2.291600,0.000000,0.000000
90,True,True,-1.000000,0.000000,120.449997,1002.039978,0.000000,420.919983,0.580000,0.394348,-0.394358,0.586932,0.586926,-4.211200,0.000000,0.000000,0.000000,542.089966,957.229980,0.000000,778.760010,-60.369999,0.712115,0.000003,0.000003,0.702063,2.291600,0.000000,0.000000
91,True,True,-1.000000,0.000000,123.959999,1002.039978,0.000000,420.919983,0.580000,0.384238,-0.384249,0.593599,0.593594,-4.110200,0.000000,0.000000,0.000000,548.580017,956.729980,0.000000,778.559998,-60.349998,0.718785,0.000003,0.000003,0.695233,2.291600,0.000000,0.000000
92,True,True,-1.000000,0.000000,127.469994,1002.039978,0.000000,420.919983,0.580000,0.374263,-0.374274,0.599939,0.599933,-4.011600,0.000000,0.000000,0.000000,555.070007,956.229980,0.000000,778.359985,-60.329998,0.725390,0.000003,0.000003,0.688338,2.291600,0.000000,0.000000
93,True,True,-1.000000,0.000000,130.979996,1002.039978,0.000000,420.919983,0.580000,0.364428,-0.364439,0.605962,0.605959,-3.915400,0.000000,0.000000,0.000000,561.549988,955.729980,0.000000,778.159973,-60.309998,0.731931,0.000003,0.000003,0.681379,2.291600,0.000000,0.000000
94,True,True,-1.000000,0.000000,134.489990,1002.039978,0.000000,420.919983,0.580000,0.354733,-0.354744,0.611690,0.611683,-3.821500,0.000000,0.000000,0.000000,568.029968,955.229980,0.000000,777.959961,-60.289997,0.738402,0.000003,0.000003,0.674360,2.291600,0.000000,0.000000
95,True,True,-1.000000,0.000000,138.000000,1002.039978,0.000000,420.919983,0.580000,0.345185,-0.345195,0.617130,0.617121,-3.729900,0.000000,0.000000,0.000000,574.510010,954.729980,0.000000,777.760010,-60.270000,0.744810,0.000003,0.000003,0.667277,2.291600,0.000000,0.000000
96,True,True,-1.000000,0.000000,141.509995,1002.039978,0.000000,420.919983,0.580000,0.335787,-0.335792,0.622297,0.622284,-3.640500,0.000000,0.000000,0.000000,580.989990,954.229980,0.000000,777.559998,-60.250000,0.751148,0.000003,0.000003,0.660134,2.291600,0.000000,0.000000
97,True,True,-1.000000,0.000000,145.020004,1002.039978,0.000000,420.919983,0.580000,0.326535,-0.326540,0.627201,0.627188,-3.553200,0.000000,0.000000,0.000000,587.469971,953.729980,0.000000,777.359985,-60.230000,0.757416,0.000003,0.000003,0.652932,2.291600,0.000000,0.000000
98,True,True,-1.000000,0.000000,148.529999,1002.039978,0.000000,420.919983,0.580000,0.317439,-0.317445,0.631856,0.631838,-3.468000,0.000000,0.000000,0.000000,593.950012,953.229980,0.000000,777.159973,-60.209999,0.763616,0.000003,0.000003,0.645671,2.291600,0.000000,0.000000
99,True,True,-1.000000,0.000000,152.039993,1002.039978,0.000000,420.919983,0.580000,0.308495,-0.308500,0.636273,0.636251,-3.384800,0.000000,0.000000,0.000000,600.419983,952.729980,0.000000,776.959961,-60.189999,0.769746,0.000003,0.000003,0.638350,2.291600,0.000000,0.000000
100,True,True,-1.000000,0.000000,155.550003,1002.039978,0.000000,420.919983,0.580000,0.299706,-0.299712,0.640460,0.640438,-3.303600,0.000000,0.000000,0.000000,606.890015,952.229980,0.000000,776.760010,-60.169998,0.775807,0.000003,0.000003,0.630970,2.291600,0.000000,0.000000
101,True,True,-1.000000,0.000000,159.059998,1002.039978,0.000000,420.919983,0.580000,0.291075,-0.291080,0.644427,0.644408,-3.224400,0.000000,0.000000,0.000000,613.359985,951.729980,0.000000,776.559998,-60.149998,0.781795,0.000003,0.000003,0.623536,2.291600,0.000000,0.000000
102,True,True,-1.000000,0.000000,162.569992,1002.039978,0.000000,420.919983,0.580000,0.282599,-0.282605,0.648190,0.648168,-3.147100,0.000000,0.000000,0.000000,619.829956,951.229980,0.000000,776.359985,-60.129997,0.787713,0.000003,0.000003,0.616042,2.291600,0.000000,0.000000
103,True,True,-1.000000,0.000000,166.080002,1002.039978,0.000000,420.919983,0.580000,0.274281,-0.274286,0.651751,0.651734,-3.071600,0.000000,0.000000,0.000000,626.299988,950.729980,0.000000,776.159973,-60.109997,0.793558,0.000003,0.000003,0.608495,2.291600,0.000000,0.000000
104,True,True,-1.000000,0.000000,169.589996,1002.039978,0.000000,420.919983,0.580000,0.266118,-0.266124,0.655124,0.655111,-2.997900,0.000000,0.000000,0.000000,632.769958,950.229980,0.000000,775.959961,-60.090000,0.799333,0.000003,0.000003,0.600888,2.291600,0.000000,0.000000
105,True,True,-1.000000,0.000000,173.099991,1002.039978,0.000000,420.919983,0.580000,0.258112,-0.258118,0.658322,0.658305,-2.926000,0.000000,0.000000,0.000000,639.229980,949.729980,0.000000,775.760010,-60.070000,0.805035,0.000003,0.000003,0.593228,2.291600,0.000000,0.000000
106,True,True,-1.000000,0.000000,176.610001,1002.039978,0.000000,420.919983,0.580000,0.250263,-0.250268,0.661343,0.661332,-2.855800,0.000000,0.000000,0.000000,645.690002,949.229980,0.000000,775.559998,-60.049999,0.810663,0.000003,0.000003,0.585513,2.291600,0.000000,0.000000
107,True,True,-1.000000,0.000000,180.119995,1002.039978,0.000000,420.919983,0.580000,0.242564,-0.242570,0.664208,0.664191,-2.787300,0.000000,0.000000,0.000000,652.149963,948.729980,0.000000,775.359985,-60.029999,0.816218,0.000003,0.000003,0.577744,2.291600,0.000000,0.000000
108,True,True,-1.000000,0.000000,183.629990,1002.039978,0.000000,420.919983,0.580000,0.235023,-0.235028,0.666912,0.666899,-2.720400,0.000000,0.000000,0.000000,658.609985,948.229980,0.000000,775.159973,-60.009998,0.821699,0.000003,0.000003,0.569922,2.291600,0.000000,0.000000
109,True,True,-1.000000,0.000000,187.139999,1002.039978,0.000000,420.919983,0.580000,0.227632,-0.227637,0.669472,0.669456,-2.655100,0.000000,0.000000,0.000000,665.070007,947.729980,0.000000,774.959961,-59.989998,0.827103,0.000003,0.000003,0.562051,2.291600,0.000000,0.000000
110,True,True,-1.000000,0.000000,190.649994,1002.039978,0.000000,420.919983,0.580000,0.220392,-0.220397,0.671892,0.671873,-2.591400,0.000000,0.000000,0.000000,671.529968,947.229980,0.000000,774.760010,-59.969997,0.832433,0.000003,0.000003,0.554126,2.291600,0.000000,0.000000
111,True,True,-1.000000,0.000000,194.159988,1002.039978,0.000000,420.919983,0.580000,0.213298,-0.213303,0.674176,0.674161,-2.529200,0.000000,0.000000,0.000000,677.979980,946.729980,0.000000,774.559998,-59.949997,0.837686,0.000003,0.000003,0.546152,2.291600,0.000000,0.000000
112,True,True,-1.000000,0.000000,197.669998,1002.039978,0.000000,420.919983,0.580000,0.206354,-0.206360,0.676333,0.676318,-2.468500,0.000000,0.000000,0.000000,684.429993,946.229980,0.000000,774.359985,-59.930000,0.842862,0.000003,0.000003,0.538130,2.291600,0.000000,0.000000
113,True,True,-1.000000,0.000000,201.179993,1002.039978,0.000000,420.919983,0.580000,0.199557,-0.199562,0.678367,0.678358,-2.409300,0.000000,0.000000,0.000000,690.880005,945.729980,0.000000,774.159973,-59.910000,0.847960,0.000003,0.000003,0.530060,2.291600,0.000000,0.000000
114,True,True,-1.000000,0.000000,204.690002,1002.039978,0.000000,420.919983,0.580000,0.192900,-0.192905,0.680293,0.680278,-2.351500,0.000000,0.000000,0.000000,697.329956,945.229980,0.000000,773.959961,-59.889999,0.852982,0.000003,0.000003,0.521940,2.291600,0.000000,0.000000
115,True,True,-1.000000,0.000000,208.199997,1002.039978,0.000000,420.919983,0.580000,0.186388,-0.186388,0.682108,0.682091,-2.295100,0.000000,0.000000,0.000000,703.779968,944.729980,0.000000,773.760010,-59.869999,0.857926,0.000003,0.000003,0.513773,2.291600,0.000000,0.000000
116,True,True,-1.000000,0.000000,211.709991,1002.039978,0.000000,420.919983,0.580000,0.179564,-0.179558,0.683937,0.683920,-2.398900,0.000000,0.000000,0.000000,710.229980,944.229980,0.000000,773.559998,-59.849998,0.862794,0.000003,0.000003,0.505556,2.291600,0.000000,0.000000
117,True,True,-1.000000,0.000000,215.220001,1002.039978,0.000000,420.919983,0.580000,0.172421,-0.172416,0.685773,0.685754,-2.502700,0.000000,0.000000,0.000000,716.669983,943.729980,0.000000,773.359985,-59.829998,0.867580,0.000003,0.000003,0.497297,2.291600,0.000000,0.000000
118,True,True,-1.000000,0.000000,218.729996,1002.039978,0.000000,420.919983,0.580000,0.164965,-0.164960,0.687602,0.687588,-2.606500,0.000000,0.000000,0.000000,723.109985,943.229980,0.000000,773.159973,-59.809998,0.872290,0.000003,0.000003,0.488989,2.291600,0.000000,0.000000
119,True,True,-1.000000,0.000000,222.239990,1002.039978,0.000000,420.919983,0.580000,0.157191,-0.157186,0.689422,0.689406,-2.710300,0.000000,0.000000,0.000000,729.549988,942.729980,0.000000,772.959961,-59.789997,0.876919,0.000003,0.000003,0.480638,2.291600,0.000000,0.000000
120,True,True,-1.000000,0.000000,225.750000,1002.039978,0.000000,420.919983,0.580000,0.149099,-0.149094,0.691216,0.691203,-2.814100,0.000000,0.000000,0.000000,735.989990,942.229980,0.000000,772.760010,-59.770000,0.881468,0.000003,0.000003,0.472243,2.291600,0.000000,0.000000
121,True,True,-1.000000,0.000000,229.259995,1002.039978,0.000000,420.919983,0.580000,0.140683,-0.140678,0.692975,0.692967,-2.917900,0.000000,0.000000,0.000000,742.429993,941.729980,0.000000,772.559998,-59.750000,0.885937,0.000003,0.000003,0.463806,2.291600,0.000000,0.000000
122,True,True,-1.000000,0.000000,232.769989,1002.039978,0.000000,420.919983,0.580000,0.131949,-0.131944,0.694692,0.694682,-3.021700,0.000000,0.000000,0.000000,748.869995,941.229980,0.000000,772.359985,-59.730000,0.890325,0.000003,0.000003,0.455325,2.291600,0.000000,0.000000
123,True,True,-1.000000,0.000000,236.279999,1002.039978,0.000000,420.919983,0.580000,0.122891,-0.122886,0.696349,0.696344,-3.125500,0.000000,0.000000,0.000000,755.299988,940.729980,0.000000,772.159973,-59.709999,0.894633,0.000003,0.000003,0.446801,2.291600,0.000000,0.000000
124,True,True,-1.000000,0.000000,239.789993,1002.039978,0.000000,420.919983,0.580000,0.113510,-0.113504,0.697939,0.697936,-3.229300,0.000000,0.000000,0.000000,761.729980,940.229980,0.000000,771.959961,-59.689999,0.898858,0.000003,0.000003,0.438240,2.291600,0.000000,0.000000
125,True,True,-1.000000,0.000000,243.299988,1002.039978,0.000000,420.919983,0.580000,0.103804,-0.103799,0.699447,0.699446,-3.333100,0.000000,0.000000,0.000000,768.159973,939.729980,0.000000,771.760010,-59.669998,0.903003,0.000003,0.000003,0.429635,2.291600,0.000000,0.000000
126,True,True,-1.000000,0.000000,246.809998,1002.039978,0.000000,420.919983,0.580000,0.093775,-0.093770,0.700863,0.700859,-3.436900,0.000000,0.000000,0.000000,774.589966,939.229980,0.000000,771.559998,-59.649998,0.907064,0.000003,0.000003,0.420993,2.291600,0.000000,0.000000
127,True,True,-1.000000,0.000000,250.319992,1002.039978,0.000000,420.919983,0.580000,0.083428,-0.083423,0.702171,0.702165,-3.540700,0.000000,0.000000,0.000000,781.019958,938.729980,0.000000,771.359985,-59.629997,0.911043,0.000003,0.000003,0.412312,2.291600,0.000000,0.000000
128,True,True,-1.000000,0.000000,253.830002,1002.039978,0.000000,420.919983,0.580000,0.072757,-0.072752,0.703356,0.703352,-3.644500,0.000000,0.000000,0.000000,787.450012,938.229980,0.000000,771.159973,-59.609997,0.914938,0.000003,0.000003,0.403594,2.291600,0.000000,0.000000
129,True,True,-1.000000,0.000000,257.339996,1002.039978,0.000000,420.919983,0.580000,0.061763,-0.061757,0.704405,0.704404,-3.748300,0.000000,0.000000,0.000000,793.869995,937.729980,0.000000,770.959961,-59.590000,0.918750,0.000003,0.000003,0.394839,2.291600,0.000000,0.000000
130,True,True,-1.000000,0.000000,260.850006,1002.039978,0.000000,420.919983,0.580000,0.050450,-0.050444,0.705305,0.705305,-3.852100,0.000000,0.000000,0.000000,800.289978,937.229980,0.000000,770.760010,-59.570000,0.922478,0.000003,0.000003,0.386050,2.291600,0.000000,0.000000
131,True,True,-1.000000,0.000000,264.359985,1002.039978,0.000000,420.919983,0.580000,0.038818,-0.038813,0.706043,0.706039,-3.955900,0.000000,0.000000,0.000000,806.709961,936.729980,0.000000,770.559998,-59.549999,0.926122,0.000003,0.000003,0.377224,2.291600,0.000000,0.000000
132,True,True,-1.000000,0.000000,267.869995,1002.039978,0.000000,420.919983,0.580000,0.026869,-0.026863,0.706598,0.706594,-4.059700,0.000000,0.000000,0.000000,813.130005,936.229980,0.000000,770.359985,-59.529999,0.929681,0.000003,0.000003,0.368366,2.291600,0.000000,0.000000
133,True,True,-1.000000,0.000000,271.380005,1002.039978,0.000000,420.919983,0.580000,0.014606,-0.014601,0.706956,0.706956,-4.163500,0.000000,0.000000,0.000000,819.549988,935.729980,0.000000,770.159973,-59.509998,0.933157,0.000003,0.000003,0.359470,2.291600,0.000000,0.000000
134,True,True,-1.000000,0.000000,274.889984,1002.039978,0.000000,420.919983,0.580000,0.002037,-0.002031,0.707106,0.707101,-4.267300,0.000000,0.000000,0.000000,825.969971,935.229980,0.000000,769.959961,-59.489998,0.936547,0.000003,0.000003,0.350542,2.291600,0.000000,0.000000
135,True,True,-1.000000,0.000000,278.399994,1002.039978,0.000000,420.919983,0.580000,-0.010841,0.010846,0.707027,0.707020,-4.371100,0.000000,0.000000,0.000000,832.380005,934.729980,0.000000,769.760010,-59.469997,0.939852,0.000003,0.000003,0.341581,2.291600,0.000000,0.000000
136,True,True,-1.000000,0.000000,281.910004,1002.039978,0.000000,420.919983,0.580000,-0.024020,0.024026,0.706700,0.706697,-4.474900,0.000000,0.000000,0.000000,838.789978,934.229980,0.000000,769.559998,-59.449997,0.943070,0.000003,0.000003,0.332593,2.291600,0.000000,0.000000
137,True,True,-1.000000,0.000000,285.419983,1002.039978,0.000000,420.919983,0.580000,-0.037497,0.037502,0.706115,0.706109,-4.578700,0.000000,0.000000,0.000000,845.199951,933.729980,0.000000,769.359985,-59.430000,0.946203,0.000003,0.000003,0.323573,2.291600,0.000000,0.000000
138,True,True,-1.000000,0.000000,288.929993,1002.039978,0.000000,420.919983,0.580000,-0.051264,0.051270,0.705251,0.705240,-4.682500,0.000000,0.000000,0.000000,851.609985,933.229980,0.000000,769.159973,-59.410000,0.949249,0.000003,0.000003,0.314526,2.291600,0.000000,0.000000
139,True,True,-1.000000,0.000000,292.440002,1002.039978,0.000000,420.919983,0.580000,-0.065318,0.065323,0.704092,0.704075,-4.786300,0.000000,0.000000,0.000000,858.019958,932.739990,0.000000,768.959961,-59.389999,0.952209,0.000003,0.000003,0.305446,2.291600,0.000000,0.000000
140,True,True,-1.000000,0.000000,295.949982,1002.039978,0.000000,420.919983,0.580000,-0.079652,0.079657,0.702615,0.702597,-4.890100,0.000000,0.000000,0.000000,864.429993,932.250000,0.000000,768.760010,-59.369999,0.955082,0.000003,0.000003,0.296340,2.291600,0.000000,0.000000
141,True,True,-1.000000,0.000000,299.459991,1002.039978,0.000000,420.919983,0.580000,-0.094256,0.094261,0.700803,0.700789,-4.993900,0.000000,0.000000,0.000000,870.829956,931.759949,0.000000,768.559998,-59.349998,0.957869,0.000003,0.000003,0.287207,2.291600,0.000000,0.000000
142,True,True,-1.000000,0.000000,302.970001,1002.039978,0.000000,420.919983,0.580000,-0.109118,0.109124,0.698641,0.698631,-5.097700,0.000000,0.000000,0.000000,877.229980,931.269958,0.000000,768.359985,-59.329998,0.960568,0.000003,0.000003,0.278046,2.291600,0.000000,0.000000
143,True,True,-1.000000,0.000000,306.479980,1002.039978,0.000000,420.919983,0.580000,-0.124235,0.124240,0.696113,0.696101,-5.201500,0.000000,0.000000,0.000000,883.630005,930.779968,0.000000,768.159973,-59.309998,0.963178,0.000003,0.000003,0.268864,2.291600,0.000000,0.000000
144,True,True,-1.000000,0.000000,309.989990,1002.039978,0.000000,420.919983,0.580000,-0.139588,0.139599,0.693199,0.693183,-5.305300,0.000000,0.000000,0.000000,890.029968,930.289978,0.000000,767.959961,-59.289997,0.965701,0.000003,0.000003,0.259655,2.291600,0.000000,0.000000
145,True,True,-1.000000,0.000000,313.500000,1002.039978,0.000000,420.919983,0.580000,-0.155174,0.155185,0.689879,0.689859,-5.409100,0.000000,0.000000,0.000000,896.429993,929.799988,0.000000,767.760010,-59.270000,0.968136,0.000003,0.000003,0.250425,2.291600,0.000000,0.000000
146,True,True,-1.000000,0.000000,317.009979,1002.039978,0.000000,420.919983,0.580000,-0.170981,0.170991,0.686129,0.686116,-5.499900,0.000000,0.000000,0.000000,902.829956,929.309998,0.000000,767.559998,-59.250000,0.970483,0.000003,0.000003,0.241167,2.291600,0.000000,0.000000
147,True,True,-1.000000,0.000000,320.519989,1002.039978,0.000000,420.919983,0.580000,-0.186955,0.186965,0.681951,0.681934,-5.500000,0.000000,0.000000,0.000000,909.219971,928.820007,0.000000,767.359985,-59.230000,0.972742,0.000003,0.000003,0.231888,2.291600,0.000000,0.000000
148,True,True,-1.000000,0.000000,324.029999,1002.039978,0.000000,420.919983,0.580000,-0.202826,0.202837,0.677402,0.677381,-5.500000,0.000000,0.000000,0.000000,915.609985,928.329956,0.000000,767.159973,-59.209999,0.974913,0.000003,0.000003,0.222587,2.291600,0.000000,0.000000
149,True,True,-1.000000,0.000000,327.539978,1002.039978,0.000000,420.919983,0.580000,-0.218585,0.218595,0.672482,0.672461,-5.500000,0.000000,0.000000,0.000000,922.000000,927.839966,0.000000,766.959961,-59.189999,0.976993,0.000003,0.000003,0.213271,2.291600,0.000000,0.000000
150,True,True,-1.000000,0.000000,331.049988,1002.039978,0.000000,420.919983,0.580000,-0.234224,0.234235,0.667197,0.667174,-5.500000,0.000000,0.000000,0.000000,928.389954,927.349976,0.000000,766.760010,-59.169998,0.978985,0.000003,0.000003,0.203932,2.291600,0.000000,0.000000
151,True,True,-1.000000,0.000000,334.559998,1002.039978,0.000000,420.919983,0.580000,-0.249740,0.249750,0.661542,0.661526,-5.500000,0.000000,0.000000,0.000000,934.779968,926.859985,0.000000,766.559998,-59.149998,0.980887,0.000003,0.000003,0.194578,2.291600,0.000000,0.000000
152,True,True,-1.000000,0.000000,338.070007,1002.039978,0.000000,420.919983,0.580000,-0.265115,0.265126,0.655531,0.655516,-5.500000,0.000000,0.000000,0.000000,941.169983,926.369995,0.000000,766.359985,-59.129997,0.982701,0.000003,0.000003,0.185201,2.291600,0.000000,0.000000
153,True,True,-1.000000,0.000000,341.579987,1002.039978,0.000000,420.919983,0.580000,-0.280344,0.280361,0.649160,0.649150,-5.500000,0.000000,0.000000,0.000000,947.549988,925.880005,0.000000,766.159973,-59.109997,0.984424,0.000003,0.000003,0.175809,2.291600,0.000000,0.000000
154,True,True,-1.000000,0.000000,345.089996,1002.039978,0.000000,420.919983,0.580000,-0.295423,0.295439,0.642438,0.642428,-5.500000,0.000000,0.000000,0.000000,953.929993,925.389954,0.000000,765.959961,-59.090000,0.986058,0.000003,0.000003,0.166400,2.291600,0.000000,0.000000
155,True,True,-1.000000,0.000000,348.600006,1002.039978,0.000000,420.919983,0.580000,-0.310340,0.310356,0.635367,0.635356,-5.500000,0.000000,0.000000,0.000000,960.309998,924.899963,0.000000,765.760010,-59.070000,0.987602,0.000003,0.000003,0.156976,2.291600,0.000000,0.000000
156,True,True,-1.000000,0.000000,352.109985,1002.039978,0.000000,420.919983,0.580000,-0.325089,0.325105,0.627947,0.627938,-5.500000,0.000000,0.000000,0.000000,966.690002,924.409973,0.000000,765.559998,-59.049999,0.989056,0.000003,0.000003,0.147540,2.291600,0.000000,0.000000
157,True,True,-1.000000,0.000000,355.619995,1002.039978,0.000000,420.919983,0.580000,-0.339660,0.339677,0.620189,0.620175,-5.500000,0.000000,0.000000,0.000000,973.070007,923.919983,0.000000,765.359985,-59.029999,0.990420,0.000003,0.000003,0.138088,2.291600,0.000000,0.000000
158,True,True,-1.000000,0.000000,359.130005,1002.039978,0.000000,420.919983,0.580000,-0.354048,0.354064,0.612086,0.612077,-5.500000,0.000000,0.000000,0.000000,979.449951,923.429993,0.000000,765.159973,-59.009998,0.991693,0.000003,0.000003,0.128626,2.291600,0.000000,0.000000
159,True,True,-1.000000,0.000000,362.639984,1002.039978,0.000000,420.919983,0.580000,-0.368242,0.368258,0.603652,0.603645,-5.500000,0.000000,0.000000,0.000000,985.820007,922.940002,0.000000,764.959961,-58.989998,0.992876,0.000003,0.000003,0.119153,2.291600,0.000000,0.000000
160,True,True,-1.000000,0.000000,366.149994,1002.039978,0.000000,420.919983,0.580000,-0.382236,0.382252,0.594888,0.594884,-5.500000,0.000000,0.000000,0.000000,992.190002,922.449951,0.000000,764.760010,-58.969997,0.993968,0.000003,0.000003,0.109669,2.291600,0.000000,0.000000
161,True,True,-1.000000,0.000000,369.660004,1002.039978,0.000000,420.919983,0.580000,-0.396020,0.396036,0.585801,0.585799,-5.500000,0.000000,0.000000,0.000000,998.559998,921.959961,0.000000,764.559998,-58.949997,0.994970,0.000003,0.000003,0.100174,2.291600,0.000000,0.000000
162,True,True,-1.000000,0.000000,373.169983,1002.039978,0.000000,420.919983,0.580000,-0.409588,0.409604,0.576394,0.576396,-5.500000,0.000000,0.000000,0.000000,1004.929993,921.469971,0.000000,764.359985,-58.930000,0.995881,0.000003,0.000003,0.090668,2.291600,0.000000,0.000000
163,True,True,-1.000000,0.000000,376.679993,1002.039978,0.000000,420.919983,0.580000,-0.422935,0.422951,0.566674,0.566674,-5.500000,0.000000,0.000000,0.000000,1011.299988,920.979980,0.000000,764.159973,-58.910000,0.996701,0.000003,0.000003,0.081157,2.291600,0.000000,0.000000
164,True,True,-1.000000,0.000000,380.190002,1002.039978,0.000000,420.919983,0.580000,-0.436050,0.436066,0.556645,0.556645,-5.500000,0.000000,0.000000,0.000000,1017.669983,920.489990,0.000000,763.959961,-58.889999,0.997431,0.000003,0.000003,0.071635,2.291600,0.000000,0.000000
165,True,True,-1.000000,0.000000,383.699982,1002.039978,0.000000,420.919983,0.580000,-0.448927,0.448943,0.546314,0.546311,-5.500000,0.000000,0.000000,0.000000,1024.030029,920.000000,0.000000,763.760010,-58.869999,0.998069,0.000003,0.000003,0.062108,2.291600,0.000000,0.000000
166,True,True,-1.000000,0.000000,387.209991,1002.039978,0.000000,420.919983,0.580000,-0.461562,0.461578,0.535679,0.535681,-5.500000,0.000000,0.000000,0.000000,1030.390015,919.510010,0.000000,763.559998,-58.849998,0.998617,0.000003,0.000003,0.052575,2.291600,0.000000,0.000000
167,True,True,-1.000000,0.000000,390.720001,1002.039978,0.000000,420.919983,0.580000,-0.473943,0.473959,0.524756,0.524759,-5.500000,0.000000,0.000000,0.000000,1036.750000,919.019958,0.000000,763.359985,-58.829998,0.999073,0.000003,0.000003,0.043037,2.291600,0.000000,0.000000
168,True,True,-1.000000,0.000000,394.229980,1002.039978,0.000000,420.919983,0.580000,-0.486065,0.486081,0.513546,0.513553,-5.500000,0.000000,0.000000,0.000000,1043.109985,918.529968,0.000000,763.159973,-58.809998,0.999439,0.000003,0.000003,0.033494,2.291600,0.000000,0.000000
169,True,True,-1.000000,0.000000,397.739990,1002.039978,0.000000,420.919983,0.580000,-0.497923,0.497939,0.502055,0.502066,-5.500000,0.000000,0.000000,0.000000,1049.469971,918.039978,0.000000,762.959961,-58.789997,0.999713,0.000003,0.000003,0.023950,2.291600,0.000000,0.000000
170,True,True,-1.000000,0.000000,401.250000,1002.039978,0.000000,420.919983,0.580000,-0.509511,0.509520,0.490294,0.490305,-5.500000,0.000000,0.000000,0.000000,1055.829956,917.549988,0.000000,762.760010,-58.770000,0.999896,0.000003,0.000003,0.014401,2.291600,0.000000,0.000000
171,True,True,-1.000000,0.000000,404.759979,1002.039978,0.000000,420.919983,0.580000,-0.520818,0.520831,0.478264,0.478275,-5.500000,0.000000,0.000000,0.000000,1062.179932,917.059998,0.000000,762.559998,-58.750000,0.999988,0.000003,0.000003,0.004853,2.291600,0.000000,0.000000
172,True,True,-1.000000,0.000000,408.269989,1002.039978,0.000000,420.919983,0.580000,-0.531845,0.531851,0.465975,0.465985,-5.500000,0.000000,0.000000,0.000000,1068.530029,916.570007,0.000000,762.359985,-58.730000,0.999989,0.000003,0.000003,-0.004696,2.291600,0.000000,0.000000
173,True,True,-1.000000,0.000000,411.779999,1002.039978,0.000000,420.919983,0.580000,-0.542581,0.542582,0.453432,0.453442,-5.500000,0.000000,0.000000,0.000000,1074.880005,916.079956,0.000000,762.159973,-58.709999,0.999898,0.000003,0.000003,-0.014245,2.291600,0.000000,0.000000
174,True,True,-1.000000,0.000000,415.289978,1002.039978,0.000000,420.919983,0.580000,-0.553020,0.553020,0.440641,0.440651,-5.500000,0.000000,0.000000,0.000000,1081.229980,915.589966,0.000000,761.959961,-58.689999,0.999717,0.000003,0.000003,-0.023794,2.291600,0.000000,0.000000
175,True,True,-1.000000,0.000000,418.799988,1002.039978,0.000000,420.919983,0.580000,0.563161,-0.563157,-0.427607,-0.427617,-5.500000,0.000000,0.000000,0.000000,1087.579956,915.099976,0.000000,761.760010,-58.669998,0.999444,0.000003,0.000003,-0.033337,2.291600,0.000000,0.000000
176,True,True,-1.000000,0.000000,422.309998,1002.039978,0.000000,420.919983,0.580000,0.572993,-0.572986,-0.414341,-0.414352,-5.500000,0.000000,0.000000,0.000000,1093.929932,914.609985,0.000000,761.559998,-58.649998,0.999080,0.000003,0.000003,-0.042881,2.291600,0.000000,0.000000
177,True,True,-1.000000,0.000000,425.819977,1002.039978,0.000000,420.919983,0.580000,0.582514,-0.582503,-0.400848,-0.400859,-5.500000,0.000000,0.000000,0.000000,1100.270020,914.119995,0.000000,761.359985,-58.629997,0.998625,0.000003,0.000003,-0.052419,2.291600,0.000000,0.000000
178,True,True,-1.000000,0.000000,429.329987,1002.039978,0.000000,420.919983,0.580000,0.591715,-0.591701,-0.387140,-0.387151,-5.500000,0.000000,0.000000,0.000000,1106.609985,913.630005,0.000000,761.159973,-58.609997,0.998079,0.000003,0.000003,-0.061951,2.291600,0.000000,0.000000
